KIC,vt
11085844,nv
11085850,nv
11085855,nv
11085926,nv
11085959,mt
11085966,mt
11086004,lt
11086012,nv
11086013,nv
11086022,nv
11086024,nv
11086046,nv
11086050,nv
11086108,st
11086111,mt
11086115,nv
11086127,nv
11086137,nv
11086160,nv
11086189,nv
11086240,nv
11086270,eb
11086321,nv
11086326,nv
11086359,nv
11086448,nv
11086491,nv
11086499,nv
11086520,nv
11086542,nv
11086545,nv
11086548,nv
11086551,nv
11086570,nv
11086581,nv
11086594,lt
11086601,nv
11086624,mt
11086639,mt
11086661,nv
11086673,nv
11086683,nv
11086711,nv
11086712,nv
11086729,nv
11086731,nv
11086743,lt
11086755,mt
11086766,nv
11086769,st
11086775,nv
11086804,nv
11086819,nv
11086821,nv
11086830,nv
11086841,nv
11086854,nv
11086874,nv
11086878,st
11086904,st
11086906,mt
11086945,nv
11086949,mt
11086969,mt
11087017,nv
11087027,nv
11087053,mt
11087067,nv
11087071,st
11087095,nv
11087103,nv
11087129,nv
11087147,lt
11087163,nv
11087174,mt
11087179,nv
11087188,nv
11087252,nv
11087253,nv
11087275,nv
11087283,nv
11087299,nv
11087311,nv
11087336,nv
11087362,nv
11087371,nv
11087438,nv
11087452,nv
11087480,mt
11087519,mt
11087527,nv
11087556,mt
11087575,nv
11087586,nv
11087604,nv
11087626,nv
11087640,lt
11087662,nv
11087666,nv
11087683,st
11087693,mt
11087702,nv
11087722,nv
11087728,nv
11087772,nv
11087802,nv
11087847,nv
11087859,nv
11087862,st
11087864,st
11087900,st
11087914,nv
11087924,nv
11087957,nv
11087963,nv
11087984,st
11088038,nv
11088082,nv
11088118,nv
11088120,nv
11088236,nv
11088313,nv
11090243,st
11090254,nv
11090286,nv
11090287,nv
11090362,nv
11090395,nv
11090396,nv
11090405,st
11090455,st
11090481,nv
11090484,st
11090488,st
11090496,st
11090511,nv
11090516,nv
11090537,nv
11090556,nv
11090561,nv
11090571,nv
11090612,st
11090649,st
11090654,mt
11090673,nv
11090674,nv
11090678,nv
11090687,nv
11090688,nv
11090719,nv
11090765,st
11090781,nv
11090885,nv
11090897,st
11090926,nv
11090944,nv
11090983,nv
11091008,nv
11091009,nv
11091033,nv
11091049,st
11091052,mt
11091071,st
11091072,nv
11091082,eb
11091117,nv
11091163,nv
11091209,nv
11091260,lt
11091294,nv
11091314,st
11091336,nv
11091337,st
11091341,lt
11091360,nv
11091365,nv
11091386,st
11091398,nv
11091444,lt
11091445,nv
11091448,nv
11091452,st
11091454,nv
11091456,nv
11091472,nv
11091481,st
11091482,nv
11091499,nv
11091510,lt
11091553,nv
11091555,nv
11091564,st
11091566,st
11091597,nv
11091607,nv
11091626,nv
11091645,nv
11091650,nv
11091660,lt
11091664,nv
11091668,st
11091754,nv
11091762,nv
11091807,nv
11091831,st
11091834,nv
11091846,nv
11091965,nv
11092004,mt
11092040,nv
11092054,nv
11092105,nv
11092173,lt
11092182,nv
11092203,nv
11092224,st
11092239,nv
11092247,nv
11092269,nv
11092273,nv
11092314,nv
11092351,st
11092359,nv
11092432,nv
11092463,st
11092489,mt
11092496,st
11092572,nv
11092597,nv
11092613,st
11092638,nv
11092646,nv
11092650,st
11092659,nv
11092696,nv
11092720,nv
11092738,nv
11092783,nv
11092794,nv
11092801,mt
11092861,nv
11092984,nv
11093009,st
11093064,mt
11093133,nv
11093203,lt
11093228,nv
11093325,nv
11093335,nv
11093406,nv
11093545,nv
11093638,nv
11121345,nv
11121362,nv
11121401,nv
11121412,st
11121489,nv
11121505,nv
11121557,nv
11121604,nv
11121627,nv
11121673,nv
11121713,nv
11121742,nv
11121752,nv
11121754,nv
11121763,lt
11121789,nv
11121792,nv
11121839,nv
11121847,lt
11121880,nv
11121901,nv
11121922,nv
11121967,nv
11121968,nv
11121985,nv
11122024,nv
11122057,st
11122061,mt
11122078,nv
11122091,nv
11122096,nv
11122123,nv
11122147,lt
11122293,nv
11122304,nv
11122308,nv
11122350,st
11122352,st
11122394,nv
11122397,mt
11122417,mt
11122431,nv
11122456,nv
11122458,lt
11122461,lt
11122479,nv
11122491,nv
11122493,nv
11122518,mt
11122552,nv
11122614,nv
11122621,mt
11122679,nv
11122687,st
11122693,nv
11122751,nv
11122763,nv
11122789,lt
11122818,lt
11122847,st
11122858,nv
11122894,nv
11122913,nv
11132897,nv
11132940,nv
11132974,st
11132999,nv
11133010,nv
11133018,nv
11133100,nv
11133158,nv
11133190,st
11133193,st
11133224,nv
11133251,nv
11133256,nv
11133273,nv
11133274,nv
11133306,nv
11133313,eb
11133314,nv
11133331,nv
11133368,mt
11133405,nv
11133416,nv
11133422,nv
11133447,nv
11133464,nv
11133467,lt
11133468,nv
11133485,st
11133514,nv
11133541,nv
11133565,nv
11133608,st
11133611,nv
11133615,lt
11133635,st
11133684,nv
11133744,nv
11133758,nv
11133762,lt
11133774,nv
11133776,nv
11133816,nv
11133840,st
11133844,nv
11133857,st
11133900,nv
11133917,nv
11133944,nv
11133951,lt
11133969,nv
11134002,nv
11134013,nv
11134030,nv
11134051,lt
11134058,nv
11134079,eb
11134089,nv
11134094,lt
11134101,lt
11134107,mt
11134131,nv
11134139,nv
11134144,nv
11134150,lt
11134171,nv
11134176,nv
11134195,nv
11134208,nv
11134229,nv
11134272,nv
11134282,nv
11134336,nv
11134350,st
11134368,nv
11134381,nv
11134392,lt
11134394,nv
11134395,mt
11134405,nv
11134412,nv
11134418,st
11134447,st
11134456,st
11134457,lt
11134460,nv
11134461,nv
11134473,nv
11134475,lt
11134479,nv
11134502,nv
11134530,nv
11134573,nv
11134608,nv
11134629,lt
11134641,nv
11134661,nv
11134670,nv
11134675,nv
11134682,st
11134691,nv
11134726,nv
11134761,st
11134805,nv
11134820,nv
11134842,nv
11134843,lt
11134879,st
11134916,lt
11134951,lt
11134954,nv
11134973,lt
11134982,nv
11134994,lt
11135019,lt
11135022,nv
11135043,nv
11135055,nv
11135065,nv
11135081,nv
11135095,nv
11135100,mt
11135108,st
11135115,st
11135119,lt
11135168,lt
11135189,st
11135191,nv
11135231,nv
11135275,nv
11135286,mt
11135297,nv
11135303,nv
11135308,nv
11135372,nv
11135417,nv
11135430,nv
11135438,nv
11135445,lt
11135449,nv
11135482,lt
11135486,nv
11135491,nv
11135495,nv
11135574,nv
11135585,nv
11135612,mt
11135650,st
11135657,nv
11135674,st
11135675,st
11135694,nv
11135705,nv
11135734,mt
11135751,lt
11135824,nv
11135880,nv
11135883,st
11135893,lt
11135903,nv
11135910,nv
11135939,nv
11135942,nv
11135974,nv
11135978,eb
11135986,st
11135991,nv
11136012,nv
11136049,nv
11136077,nv
11136098,nv
11136114,nv
11136118,nv
11136121,st
11136130,st
11136139,nv
11136148,nv
11136173,nv
11136189,st
11136235,nv
11136279,nv
11136282,nv
11136302,nv
11136332,nv
11136335,nv
11136338,nv
11136376,nv
11136379,nv
11136403,nv
11136412,nv
11136417,nv
11136421,st
11136471,nv
11136482,lt
11136494,nv
11136513,nv
11136525,nv
11136533,nv
11136568,st
11136578,lt
11136627,lt
11136629,nv
11136662,nv
11136675,lt
11136690,nv
11136697,nv
11136713,nv
11136719,nv
11136731,lt
11136757,st
11136762,st
11136767,nv
11136776,nv
11136812,nv
11136816,nv
11136830,st
11136831,nv
11136848,nv
11136854,lt
11136865,st
11136877,st
11136885,nv
11136899,nv
11136900,lt
11136902,lt
11136940,nv
11136956,nv
11136960,st
11136970,nv
11137056,nv
11137061,st
11137075,nv
11137116,nv
11137128,nv
11137143,eb
11137167,lt
11137170,nv
11137180,st
11137193,nv
11137198,st
11137232,mt
11137289,st
11137302,lt
11137327,lt
11137332,mt
11137355,st
11137358,lt
11137370,nv
11137377,nv
11137395,nv
11137433,nv
11137464,nv
11137471,nv
11137479,nv
11137495,nv
11137502,nv
11137503,st
11137508,nv
11137544,st
11137646,lt
11137668,nv
11137684,nv
11137708,nv
11137723,nv
11137738,nv
11137770,nv
11137841,nv
11137856,st
11137879,mt
11137895,nv
11137913,lt
11137924,nv
11137929,nv
11137989,nv
11137995,st
11138047,lt
11138050,nv
11138087,st
11138101,lt
11138114,nv
11138117,lt
11138140,nv
11138155,eb
11138175,nv
11138211,nv
11138226,nv
11138230,mt
11138236,nv
11138237,nv
11138239,nv
11138257,lt
11138259,st
11138282,nv
11138304,lt
11138312,nv
11138318,nv
11138336,lt
11138341,nv
11138343,nv
11138352,nv
11138355,nv
11138363,lt
11138375,lt
11138392,nv
11138418,nv
11138440,nv
11138444,lt
11138446,nv
11138482,st
11138484,nv
11138500,nv
11138501,nv
11138509,mt
11138528,st
11138542,nv
11138572,nv
11138598,nv
11138612,nv
11138613,nv
11138655,nv
11138712,lt
11138736,lt
11138740,nv
11138766,nv
11138780,nv
11138842,nv
11138903,nv
11139003,lt
11139035,nv
11139370,st
11139420,st
11139495,nv
11139559,mt
11139567,nv
11139571,nv
11139577,nv
11139598,nv
11139610,nv
11139627,nv
11139631,st
11139634,nv
11139638,lt
11139679,nv
11139682,nv
11139685,nv
11139692,nv
11139696,nv
11139703,mt
11139706,nv
11139763,nv
11139767,st
11139788,nv
11139816,mt
11139844,nv
11139863,nv
11139884,nv
11139898,nv
11139945,nv
11139951,nv
11139998,nv
11140006,nv
11140022,nv
11140031,nv
11140035,nv
11140042,mt
11140044,nv
11140058,mt
11140062,nv
11140076,st
11140093,nv
11140101,mt
11140107,nv
11140119,nv
11140128,mt
11140132,nv
11140151,nv
11140155,nv
11140181,nv
11140190,nv
11140222,nv
11140228,st
11140232,nv
11140242,nv
11140256,nv
11140291,lt
11140355,st
11140381,mt
11140397,nv
11140401,st
11140425,nv
11140447,nv
11140474,nv
11140482,nv
11140495,nv
11140497,st
11140501,lt
11140504,nv
11140539,nv
11140573,lt
11140592,st
11140607,nv
11140610,st
11140626,nv
11140627,nv
11140637,nv
11140640,nv
11140660,nv
11140668,nv
11140674,st
11140680,lt
11140687,nv
11140692,st
11140720,nv
11140732,mt
11140739,nv
11140792,st
11140804,st
11140831,nv
11140834,nv
11140852,st
11140855,nv
11140858,nv
11140896,st
11140934,nv
11140954,nv
11140963,nv
11140972,nv
11141000,mt
11141026,nv
11141028,mt
11141029,nv
11141035,mt
11141039,nv
11141091,nv
11141099,mt
11141103,nv
11141115,st
11141134,nv
11141166,nv
11141196,nv
11141200,mt
11141211,nv
11141247,nv
11141272,nv
11141320,nv
11141326,nv
11141349,nv
11141358,nv
11141391,mt
11141428,nv
11141462,nv
11143501,nv
11143573,nv
11143576,st
11143577,st
11143588,nv
11143592,nv
11143606,st
11143612,nv
11143616,st
11143666,nv
11143694,st
11143744,mt
11143784,nv
11143837,lt
11143893,nv
11143939,st
11143944,nv
11143958,st
11143965,nv
11143971,nv
11143972,nv
11144005,nv
11144018,nv
11144047,nv
11144072,st
11144105,nv
11144185,nv
11144223,nv
11144279,nv
11144321,nv
11144325,nv
11144397,st
11144415,st
11144422,lt
11144428,st
11144439,st
11144443,nv
11144451,st
11144453,nv
11144465,st
11144500,nv
11144554,nv
11144556,eb
11144593,st
11144607,st
11144620,st
11144634,nv
11144673,st
11144679,nv
11144713,lt
11144725,st
11144782,nv
11144802,nv
11144816,nv
11144819,nv
11144824,st
11144866,nv
11144871,nv
11144902,st
11144951,nv
11145063,lt
11145097,nv
11145123,st
11145138,nv
11145162,nv
11145166,nv
11145187,nv
11145224,nv
11145230,nv
11145242,nv
11145253,st
11145255,nv
11145266,mt
11145294,nv
11145298,nv
11145305,nv
11145316,nv
11145344,nv
11145391,st
11145393,nv
11145398,nv
11145408,nv
11145436,st
11145468,nv
11145556,st
11145563,nv
11145635,st
11145637,nv
11145658,nv
11145672,nv
11145673,nv
11145726,nv
11145732,nv
11145751,mt
11145763,nv
11145769,nv
11145819,st
11145824,nv
11145831,nv
11145891,nv
11145900,st
11145959,nv
11145973,st
11145974,lt
11146047,nv
11146058,lt
11146063,nv
11146152,nv
11146156,mt
11146162,nv
11146207,nv
11146230,lt
11146235,st
11146246,nv
11146247,nv
11146260,mt
11146261,nv
11146264,nv
11146313,nv
11146379,st
11146406,nv
11146427,st
11146452,lt
11146462,nv
11146520,nv
11146592,nv
11146607,nv
11146611,st
11146647,nv
11146666,st
11146670,nv
11146713,nv
11146736,st
11146813,st
11146901,st
11146976,nv
11146998,mt
11147136,nv
11147150,nv
11147152,nv
11147155,lt
11147169,nv
11147170,nv
11147271,st
11147276,eb
11147298,nv
11147304,nv
11147333,mt
11147387,lt
11147415,nv
11147416,nv
11147489,nv
11147507,nv
11147524,nv
11147596,lt
11147603,st
11147616,lt
11147664,nv
11147717,nv
11147732,st
11147772,nv
11147785,lt
11147814,eb
11147884,nv
11147887,nv
11147969,nv
11147996,nv
11148210,st
11175075,nv
11175114,nv
11175133,nv
11175154,nv
11175155,nv
11175181,nv
11175186,nv
11175271,nv
11175295,nv
11175316,nv
11175342,nv
11175359,nv
11175387,nv
11175403,nv
11175475,nv
11175535,nv
11175567,nv
11175568,nv
11175588,nv
11175619,mt
11175626,nv
11175630,lt
11175723,lt
11175767,nv
11175768,mt
11175782,nv
11175820,nv
11175822,nv
11175895,st
11175896,st
11175907,st
11175925,mt
11175934,nv
11175984,nv
11176011,nv
11176016,nv
11176026,st
11176052,lt
11176077,lt
11176090,nv
11176094,nv
11176115,lt
11176127,nv
11176156,nv
11176166,nv
11176179,st
11176201,st
11176209,nv
11176222,nv
11176239,nv
11176249,lt
11176259,nv
11176345,nv
11186240,lt
11186366,nv
11186389,lt
11186424,mt
11186430,nv
11186438,nv
11186450,st
11186455,nv
11186478,nv
11186590,nv
11186603,nv
11186618,nv
11186658,nv
11186681,nv
11186732,st
11186757,nv
11186764,nv
11186769,mt
11186775,st
11186794,nv
11186809,nv
11186813,nv
11186824,nv
11186837,nv
11186840,lt
11186870,st
11186899,nv
11186920,nv
11186983,lt
11187021,nv
11187024,lt
11187057,st
11187088,lt
11187109,nv
11187118,nv
11187126,mt
11187207,nv
11187247,nv
11187255,nv
11187274,nv
11187309,nv
11187320,nv
11187332,nv
11187382,lt
11187393,nv
11187436,st
11187438,nv
11187491,mt
11187499,nv
11187513,st
11187567,nv
11187588,nv
11187608,nv
11187624,st
11187707,st
11187716,nv
11187717,nv
11187729,nv
11187753,st
11187754,nv
11187782,mt
11187792,nv
11187813,lt
11187837,eb
11187885,nv
11187895,nv
11187898,nv
11187906,nv
11187972,nv
11188013,nv
11188061,nv
11188067,nv
11188090,nv
11188109,nv
11188113,nv
11188159,st
11188163,nv
11188172,mt
11188192,mt
11188196,nv
11188219,nv
11188249,nv
11188254,nv
11188256,nv
11188306,lt
11188310,nv
11188334,nv
11188344,nv
11188345,nv
11188378,nv
11188381,st
11188388,nv
11188401,st
11188460,lt
11188464,nv
11188479,nv
11188489,st
11188512,nv
11188530,nv
11188536,nv
11188542,nv
11188601,st
11188605,nv
11188610,nv
11188628,nv
11188636,st
11188735,nv
11188762,nv
11188795,nv
11188801,st
11188817,nv
11188833,lt
11188865,nv
11188895,lt
11188907,nv
11188934,nv
11188947,nv
11188956,nv
11188964,nv
11189005,nv
11189015,nv
11189063,st
11189065,lt
11189107,nv
11189117,mt
11189127,eb
11189183,nv
11189202,nv
11189239,nv
11189267,st
11189284,nv
11189311,nv
11189336,nv
11189348,nv
11189395,nv
11189426,mt
11189432,lt
11189446,nv
11189451,nv
11189468,st
11189488,st
11189500,nv
11189528,nv
11189581,nv
11189583,nv
11189590,st
11189642,nv
11189648,nv
11189695,nv
11189820,st
11189849,nv
11189873,nv
11189880,nv
11189899,nv
11189908,lt
11189912,nv
11189959,nv
11189981,st
11190012,nv
11190040,nv
11190062,nv
11190063,nv
11190105,lt
11190108,lt
11190111,nv
11190125,nv
11190129,nv
11190137,nv
11190163,st
11190229,lt
11190233,nv
11190290,nv
11190294,nv
11190306,nv
11190322,nv
11190323,nv
11190339,nv
11190367,nv
11190377,nv
11190388,nv
11190395,nv
11190403,st
11190412,nv
11190431,nv
11190480,nv
11190511,nv
11190513,st
11190519,nv
11190522,st
11190538,nv
11190551,st
11190555,mt
11190616,nv
11190648,nv
11190691,mt
11190703,lt
11190713,nv
11190725,nv
11190734,nv
11190743,lt
11190759,nv
11190767,nv
11190768,nv
11190828,mt
11190836,eb
11190852,nv
11190900,nv
11190906,mt
11190936,st
11190938,nv
11190968,lt
11190969,nv
11190974,nv
11190988,nv
11191023,st
11191031,nv
11191032,st
11191052,nv
11191057,nv
11191130,nv
11191143,nv
11191170,mt
11191181,st
11191184,nv
11191198,nv
11191210,lt
11191213,lt
11191257,nv
11191266,nv
11191281,lt
11191304,nv
11191314,nv
11191327,st
11191328,lt
11191346,lt
11191356,nv
11191359,nv
11191361,nv
11191364,st
11191368,nv
11191393,nv
11191396,nv
11191444,lt
11191464,nv
11191471,nv
11191478,nv
11191514,lt
11191522,nv
11191523,nv
11191524,nv
11191557,nv
11191566,nv
11191633,nv
11191644,lt
11191645,nv
11191709,nv
11191728,nv
11191732,nv
11191763,nv
11191776,nv
11191782,nv
11191800,st
11191829,nv
11191868,nv
11191885,nv
11191925,st
11191936,nv
11192020,mt
11192022,nv
11192037,nv
11192065,nv
11192119,nv
11192141,nv
11192188,nv
11192227,lt
11192235,nv
11192252,st
11192282,nv
11192333,nv
11192334,nv
11192350,lt
11192639,nv
11192648,nv
11192716,nv
11192842,nv
11192887,st
11192925,mt
11192956,nv
11192963,nv
11192972,st
11192974,nv
11192996,st
11192998,nv
11193024,nv
11193046,nv
11193066,nv
11193079,nv
11193087,nv
11193097,mt
11193107,st
11193115,nv
11193140,nv
11193161,st
11193263,mt
11193272,lt
11193279,nv
11193284,nv
11193300,nv
11193334,nv
11193342,nv
11193344,nv
11193444,nv
11193457,st
11193505,nv
11193511,nv
11193513,nv
11193546,nv
11193567,nv
11193578,nv
11193603,nv
11193619,nv
11193658,nv
11193659,nv
11193672,mt
11193676,mt
11193678,nv
11193681,nv
11193692,nv
11193727,nv
11193785,nv
11193827,nv
11193832,nv
11193835,st
11193839,st
11193854,nv
11193876,st
11193890,st
11193894,nv
11193939,nv
11193975,nv
11193989,nv
11194032,nv
11194036,st
11194046,nv
11194055,nv
11194057,nv
11194075,nv
11195982,nv
11196002,nv
11196062,nv
11196089,nv
11196121,st
11196129,st
11196146,st
11196188,nv
11196191,nv
11196209,nv
11196226,nv
11196236,nv
11196252,nv
11196259,st
11196317,nv
11196331,nv
11196336,st
11196370,st
11196395,nv
11196410,nv
11196413,st
11196417,nv
11196421,nv
11196422,nv
11196428,nv
11196433,nv
11196449,nv
11196471,nv
11196514,nv
11196519,nv
11196543,nv
11196553,nv
11196584,nv
11196613,nv
11196614,nv
11196655,nv
11196681,nv
11196690,nv
11196718,nv
11196766,nv
11196778,nv
11196785,nv
11196794,st
11196796,nv
11196817,lt
11196855,st
11196862,nv
11196884,nv
11196913,nv
11196914,st
11196928,nv
11196937,nv
11196939,nv
11196963,mt
11196966,nv
11197005,nv
11197047,nv
11197050,nv
11197060,nv
11197061,nv
11197079,nv
11197091,nv
11197101,nv
11197126,eb
11197131,st
11197145,nv
11197151,nv
11197159,nv
11197194,nv
11197211,nv
11197216,nv
11197252,nv
11197312,nv
11197319,st
11197321,nv
11197344,nv
11197351,nv
11197355,nv
11197360,nv
11197395,st
11197410,nv
11197434,nv
11197457,nv
11197468,nv
11197476,nv
11197496,st
11197511,nv
11197517,mt
11197533,st
11197547,nv
11197553,st
11197575,nv
11197579,nv
11197580,nv
11197632,nv
11197654,nv
11197659,nv
11197664,st
11197665,st
11197687,nv
11197701,nv
11197761,nv
11197834,nv
11197838,nv
11197846,nv
11197853,eb
11197859,nv
11197878,nv
11197882,st
11197903,nv
11197911,nv
11197922,st
11197934,nv
11197980,nv
11197991,nv
11198005,nv
11198007,nv
11198011,nv
11198035,nv
11198048,lt
11198068,eb
11198077,nv
11198087,nv
11198107,nv
11198108,nv
11198166,nv
11198183,st
11198190,nv
11198229,nv
11198230,nv
11198234,nv
11198252,st
11198352,nv
11198379,nv
11198419,nv
11198429,nv
11198449,nv
11198452,nv
11198489,st
11198505,nv
11198524,nv
11198525,st
11198527,nv
11198570,lt
11198578,nv
11198582,nv
11198603,nv
11198628,st
11198648,st
11198685,nv
11198716,nv
11198723,eb
11198745,nv
11198829,nv
11198836,nv
11198864,nv
11198878,nv
11198894,nv
11198914,mt
11198938,nv
11198970,nv
11199046,nv
11199062,nv
11199096,nv
11199105,nv
11199124,nv
11199125,nv
11199135,st
11199150,nv
11199158,nv
11199166,st
11199168,nv
11199179,nv
11199181,nv
11199188,mt
11199203,nv
11199228,nv
11199232,lt
11199233,nv
11199277,nv
11199287,lt
11199316,nv
11199330,nv
11199342,lt
11199343,nv
11199412,nv
11199437,nv
11199438,nv
11199457,nv
11199467,nv
11199470,st
11199506,nv
11199540,st
11199572,nv
11199584,st
11199598,st
11199607,nv
11199608,st
11199686,st
11199725,nv
11199736,st
11199764,nv
11199772,lt
11199783,nv
11199801,nv
11199821,nv
11199830,st
11199844,nv
11199958,lt
11199974,nv
11199992,mt
11200002,st
11200017,nv
11200049,nv
11200063,st
11200069,st
11200073,nv
11200133,nv
11200139,nv
11200185,nv
11200191,nv
11200192,nv
11200200,st
11200203,nv
11200213,nv
11200222,nv
11200241,lt
11200291,nv
11200358,nv
11200365,mt
11200366,st
11200373,nv
11200383,lt
11200415,nv
11200448,nv
11200458,lt
11200489,nv
11200509,nv
11200516,mt
11200573,nv
11200591,nv
11200608,nv
11200680,nv
11200702,nv
11200726,st
11200767,st
11200773,eb
11201321,st
11201483,nv
11228432,nv
11228477,lt
11228490,nv
11228513,nv
11228515,nv
11228522,nv
11228549,mt
11228550,nv
11228554,mt
11228602,mt
11228612,eb
11228617,nv
11228759,mt
11228802,nv
11228805,nv
11228848,nv
11228905,nv
11228933,st
11228984,nv
11229032,mt
11229047,nv
11229052,nv
11229059,nv
11229102,nv
11229118,lt
11229131,nv
11229188,nv
11229196,nv
11229244,nv
11229246,nv
11229253,nv
11240278,nv
11240313,nv
11240404,nv
11240418,nv
11240423,lt
11240495,nv
11240531,nv
11240544,nv
11240612,nv
11240650,nv
11240653,lt
11240657,nv
11240667,st
11240695,nv
11240720,nv
11240723,nv
11240775,nv
11240798,nv
11240828,nv
11240905,nv
11240918,nv
11240942,nv
11240948,eb
11240963,nv
11240969,nv
11240979,nv
11241000,nv
11241010,nv
11241021,nv
11241086,nv
11241088,st
11241091,nv
11241094,mt
11241109,nv
11241120,nv
11241147,nv
11241179,nv
11241207,nv
11241236,nv
11241280,nv
11241281,lt
11241285,nv
11241294,st
11241296,nv
11241326,nv
11241330,lt
11241343,nv
11241347,nv
11241412,nv
11241419,nv
11241432,nv
11241464,nv
11241473,mt
11241486,nv
11241491,nv
11241498,nv
11241531,st
11241551,nv
11241560,st
11241621,nv
11241631,nv
11241638,nv
11241658,nv
11241661,nv
11241678,mt
11241682,nv
11241726,nv
11241767,nv
11241779,lt
11241782,lt
11241808,nv
11241813,nv
11241814,eb
11241818,lt
11241837,nv
11241842,nv
11241864,nv
11241885,lt
11241902,nv
11241912,nv
11241927,st
11241977,nv
11241985,nv
11241988,nv
11242076,nv
11242083,st
11242087,st
11242100,mt
11242118,st
11242124,nv
11242160,nv
11242176,st
11242181,nv
11242184,st
11242222,nv
11242232,nv
11242244,nv
11242268,lt
11242276,mt
11242282,nv
11242284,st
11242290,nv
11242297,nv
11242299,nv
11242357,nv
11242368,mt
11242390,nv
11242428,nv
11242474,nv
11242483,nv
11242501,nv
11242521,nv
11242592,nv
11242594,nv
11242595,st
11242646,nv
11242680,st
11242686,lt
11242689,nv
11242721,eb
11242724,nv
11242734,st
11242758,nv
11242765,nv
11242798,lt
11242804,nv
11242816,nv
11242841,nv
11242874,nv
11242878,st
11242879,lt
11242884,lt
11242910,nv
11242926,st
11242929,nv
11242934,nv
11242954,nv
11242967,nv
11242995,nv
11243008,nv
11243026,nv
11243044,nv
11243050,lt
11243054,lt
11243068,st
11243079,nv
11243114,nv
11243121,nv
11243149,nv
11243169,nv
11243200,nv
11243211,nv
11243269,nv
11243300,nv
11243329,nv
11243338,nv
11243349,nv
11243350,st
11243351,st
11243362,nv
11243375,nv
11243385,nv
11243409,lt
11243446,st
11243452,nv
11243455,nv
11243466,nv
11243547,nv
11243567,nv
11243597,nv
11243623,nv
11243645,nv
11243680,nv
11243689,nv
11243691,nv
11243703,nv
11243752,nv
11243756,nv
11243761,nv
11243764,nv
11243765,lt
11243793,st
11243821,st
11243831,st
11243838,nv
11243841,nv
11243884,st
11243885,nv
11243916,nv
11243933,nv
11243940,st
11243941,nv
11243944,lt
11243947,nv
11244023,nv
11244028,nv
11244030,nv
11244048,nv
11244118,st
11244137,lt
11244147,nv
11244150,st
11244157,nv
11244180,lt
11244184,nv
11244203,nv
11244208,nv
11244225,nv
11244238,nv
11244261,nv
11244265,st
11244306,nv
11244330,lt
11244396,lt
11244397,st
11244430,st
11244453,lt
11244454,lt
11244474,nv
11244481,nv
11244496,nv
11244501,eb
11244513,st
11244528,nv
11244530,lt
11244545,nv
11244546,nv
11244547,nv
11244552,nv
11244571,lt
11244620,nv
11244628,nv
11244647,st
11244659,nv
11244688,lt
11244693,nv
11244732,nv
11244736,st
11244749,lt
11244753,nv
11244780,nv
11244787,nv
11244788,nv
11244793,nv
11244804,nv
11244839,nv
11244846,nv
11244855,nv
11244870,st
11244871,nv
11244873,lt
11244886,nv
11244918,nv
11244934,st
11244935,st
11244945,nv
11244955,nv
11244968,lt
11244972,mt
11244980,st
11245012,nv
11245038,nv
11245051,nv
11245074,nv
11245090,lt
11245093,nv
11245100,nv
11245106,nv
11245115,st
11245167,nv
11245168,nv
11245174,nv
11245201,nv
11245225,lt
11245226,nv
11245234,lt
11245238,nv
11245257,nv
11245261,nv
11245270,nv
11245278,st
11245307,nv
11245312,st
11245339,nv
11245381,eb
11245408,nv
11245412,nv
11245422,nv
11245424,nv
11245425,st
11245442,mt
11245482,nv
11245496,nv
11245525,nv
11245571,nv
11245589,nv
11245603,nv
11245611,nv
11245628,st
11245674,nv
11245707,nv
11245710,mt
11245711,lt
11245713,lt
11245771,nv
11245777,nv
11245851,nv
11245866,nv
11245876,nv
11245884,nv
11245929,nv
11245969,lt
11245971,nv
11246002,nv
11246008,lt
11246056,nv
11246059,lt
11246077,nv
11246081,lt
11246085,nv
11246099,st
11246113,st
11246127,nv
11246147,mt
11246158,nv
11246161,nv
11246163,eb
11246192,nv
11246207,nv
11246246,st
11246268,nv
11246275,lt
11246276,nv
11246277,lt
11246304,st
11246320,nv
11246336,lt
11246353,nv
11246355,nv
11246357,st
11246364,mt
11246414,nv
11246426,nv
11246438,nv
11246481,lt
11246513,nv
11246515,mt
11246607,lt
11246638,nv
11246898,nv
11246900,nv
11247045,mt
11247049,nv
11247082,nv
11247108,nv
11247147,st
11247172,nv
11247251,st
11247329,mt
11247347,mt
11247355,mt
11247375,nv
11247377,nv
11247386,eb
11247404,nv
11247419,nv
11247423,mt
11247424,lt
11247430,nv
11247445,lt
11247456,nv
11247475,nv
11247487,nv
11247513,nv
11247541,mt
11247565,mt
11247581,nv
11247648,nv
11247716,nv
11249624,eb
11249651,nv
11249675,nv
11249684,st
11249688,nv
11249823,nv
11249833,nv
11249836,nv
11249850,nv
11249864,nv
11249898,nv
11249906,nv
11249936,st
11249951,mt
11249955,nv
11249970,st
11249974,nv
11249981,st
11249991,mt
11249994,nv
11250010,nv
11250066,st
11250105,lt
11250116,nv
11250119,nv
11250137,mt
11250139,nv
11250150,nv
11250152,nv
11250167,st
11250200,nv
11250215,lt
11250237,nv
11250251,st
11250254,nv
11250290,nv
11250301,nv
11250303,st
11250335,nv
11250338,nv
11250365,nv
11250385,nv
11250388,nv
11250398,st
11250413,nv
11250420,nv
11250428,nv
11250437,st
11250455,lt
11250456,nv
11250488,nv
