KIC,vt
4155402,nv
4155463,nv
4155501,nv
4155505,nv
4155520,nv
4155532,nv
4155534,nv
4155571,nv
4155575,nv
4155647,nv
4155654,nv
4155672,nv
4155694,nv
4155740,st
4155751,nv
4155840,st
4155886,nv
4155960,st
4155970,nv
4156032,nv
4156155,nv
4156156,nv
4156166,nv
4156185,nv
4156189,nv
4156209,nv
4156219,nv
4156250,nv
4156254,nv
4156286,nv
4156309,lt
4156363,nv
4156436,nv
4156459,nv
4156504,nv
4156507,nv
4156529,nv
4156578,nv
4156670,nv
4156731,nv
4156796,nv
4156802,nv
4156858,nv
4156861,nv
4156865,nv
4156917,st
4156944,nv
4156945,nv
4156952,st
4156956,nv
4156965,nv
4157031,nv
4157044,st
4157064,nv
4157092,nv
4157116,nv
4157131,nv
4157147,nv
4157158,nv
4157192,nv
4157203,nv
4157227,nv
4157276,nv
4157308,nv
4157320,lt
4157325,st
4157369,st
4157371,nv
4157395,nv
4157410,nv
4157415,nv
4157441,nv
4157460,st
4157534,nv
4157578,nv
4157699,nv
4157706,nv
4157727,nv
4157786,nv
4157849,nv
4157872,nv
4157933,nv
4158018,nv
4158041,nv
4158070,nv
4158114,nv
4158137,nv
4158180,nv
4158245,nv
4158270,nv
4158276,nv
4158295,lt
4158317,nv
4158320,nv
4158325,lt
4158332,nv
4158367,nv
4158372,nv
4158384,nv
4158421,nv
4158471,st
4158578,st
4158607,nv
4158612,nv
4158641,nv
4158670,st
4158774,nv
4158778,nv
4158779,nv
4158803,nv
4158822,nv
4158847,st
4158855,nv
4158858,st
4158867,nv
4158876,st
4158887,nv
4158888,nv
4158912,nv
4158949,st
4159029,nv
4159047,nv
4159118,nv
4159145,nv
4159174,nv
4159203,nv
4159205,lt
4159276,nv
4159283,nv
4159288,nv
4159347,eb
4159398,nv
4159414,nv
4159420,nv
4159466,nv
4159572,nv
4159623,nv
4159626,nv
4159643,nv
4159683,nv
4159685,nv
4159693,nv
4159702,nv
4159753,nv
4159806,nv
4159825,nv
4159856,nv
4159885,st
4159944,nv
4159982,nv
4160006,nv
4160064,nv
4160110,nv
4160128,nv
4160150,nv
4160185,nv
4160205,nv
4160235,nv
4160250,st
4160290,mt
4160424,nv
4160446,nv
4160467,nv
4160484,nv
4160496,nv
4160522,nv
4160544,nv
4160588,nv
4160621,lt
4160653,st
4160663,nv
4160669,st
4160676,nv
4160683,st
4160709,nv
4160723,st
4160739,nv
4160772,nv
4160781,nv
4160796,nv
4160811,nv
4160821,nv
4160866,nv
4160876,lt
4160892,nv
4160936,nv
4160970,nv
4160996,nv
4161005,nv
4161025,mt
4161030,nv
4161062,nv
4161070,nv
4161096,nv
4161122,nv
4161135,mt
4161180,st
4161181,lt
4161225,nv
4161236,nv
4161244,nv
4161303,lt
4161376,nv
4161421,nv
4161489,lt
4161497,nv
4161531,nv
4241006,nv
4241179,nv
4241203,nv
4241223,nv
4241262,nv
4241291,lt
4241315,mt
4241330,nv
4241333,nv
4241369,nv
4241405,nv
4241440,nv
4241448,nv
4241488,nv
4241495,nv
4241497,st
4241498,nv
4241503,mt
4241562,nv
4241591,nv
4241617,nv
4241662,nv
4241726,nv
4241742,nv
4241801,nv
4241876,nv
4241885,lt
4241900,nv
4241922,nv
4241934,nv
4241953,nv
4241960,nv
4241968,nv
4241975,nv
4242112,nv
4242118,nv
4242146,nv
4242147,nv
4242173,nv
4242196,nv
4242240,nv
4242297,nv
4242315,nv
4242370,nv
4242391,st
4242393,nv
4242410,nv
4242418,nv
4242437,nv
4242443,nv
4242463,nv
4242476,nv
4242491,nv
4242500,mt
4242506,nv
4242514,st
4242575,nv
4242586,mt
4242608,nv
4242640,nv
4242705,nv
4242737,nv
4242806,nv
4242828,st
4242852,st
4242873,st
4242905,nv
4242943,nv
4242953,st
4242987,nv
4243008,nv
4243033,lt
4243104,st
4243141,nv
4243154,nv
4243191,nv
4243262,lt
4243284,nv
4243300,nv
4243336,nv
4243354,nv
4243359,nv
4243405,nv
4243442,nv
4243461,nv
4243462,nv
4243465,st
4243486,st
4243508,st
4243559,nv
4243623,nv
4243638,nv
4243639,nv
4243668,nv
4243672,nv
4243689,nv
4243697,lt
4243769,nv
4243796,nv
4243803,nv
4243819,nv
4243841,nv
4243874,nv
4243910,nv
4243911,nv
4243944,nv
4243984,nv
4244083,nv
4244095,nv
4244180,nv
4244183,nv
4244261,nv
4244271,nv
4244274,lt
4244311,nv
4244312,st
4244330,nv
4244377,mt
4244413,lt
4244458,st
4244476,nv
4244511,nv
4244544,nv
4244573,nv
4244594,nv
4244642,nv
4244656,nv
4244661,nv
4244684,nv
4244695,st
4244723,nv
4244735,nv
4244761,nv
4244780,nv
4244785,nv
4244814,st
4244837,nv
4244856,lt
4244865,nv
4244929,eb
4244973,lt
4245236,nv
4245297,mt
4245354,nv
4245412,nv
4245449,st
4245453,lt
4245507,mt
4245517,nv
4245538,nv
4245551,nv
4245556,nv
4245564,nv
4245646,nv
4245668,nv
4245701,nv
4245742,nv
4245761,nv
4245790,nv
4245803,nv
4245838,nv
4245861,nv
4245871,nv
4245888,nv
4245891,st
4245897,eb
4245902,lt
4245931,nv
4245933,nv
4245945,nv
4245947,st
4245970,nv
4245987,nv
4246011,nv
4246012,nv
4246113,nv
4246191,nv
4246216,mt
4246255,st
4246343,nv
4246348,nv
4246407,nv
4246448,mt
4246455,nv
4246467,nv
4246478,nv
4246481,nv
4246521,nv
4246554,st
4246679,nv
4246695,nv
4246706,nv
4246726,nv
4246729,nv
4246749,nv
4246759,mt
4246813,nv
4246848,nv
4246852,nv
4246864,nv
4246871,nv
4246875,nv
4246884,nv
4246893,st
4246911,nv
4246945,nv
4247022,nv
4247023,eb
4247053,nv
4247077,st
4247092,eb
4247106,nv
4247110,nv
4247116,nv
4247139,nv
4247149,st
4247199,nv
4247267,lt
4247309,mt
4247370,nv
4247423,nv
4247444,nv
4247455,nv
4247477,nv
4247542,mt
4247682,nv
4247769,nv
4247774,nv
4247791,eb
4247807,nv
4247811,nv
4247815,nv
4247816,nv
4247825,nv
4247831,nv
4247832,nv
4247905,nv
4247924,nv
4247968,nv
4247970,nv
4247991,eb
4248006,nv
4248034,nv
4248039,nv
4248096,nv
4248106,nv
4248120,nv
4248126,nv
4248131,nv
4248158,nv
4248159,nv
4248202,nv
4248221,nv
4248293,nv
4248433,nv
4248442,nv
4248485,nv
4248521,nv
4248533,nv
4248541,nv
4248584,nv
4248675,st
4248703,nv
4248871,nv
4248941,eb
4248950,mt
4248982,lt
4249128,nv
4249137,nv
4249145,nv
4249218,eb
4249232,nv
4249233,nv
4249242,nv
4249247,nv
4249279,nv
4249282,nv
4249303,nv
4249357,nv
4249382,nv
4249389,nv
4249500,nv
4249522,nv
4249525,st
4249535,nv
4249538,nv
4249563,nv
4249579,nv
4249591,nv
4249611,nv
4249614,nv
4249622,nv
4249660,nv
4249688,nv
4249702,st
4249725,nv
4249734,nv
4249742,nv
4249749,nv
4249797,nv
4249826,nv
4249898,nv
4249928,nv
4249993,st
4252080,st
4252165,nv
4252170,nv
4252226,eb
4252245,lt
4252322,eb
4252339,nv
4252390,nv
4252417,nv
4252422,nv
4252435,st
4252461,nv
4252471,nv
4252483,nv
4252554,nv
4252619,nv
4252654,nv
4252659,nv
4252671,nv
4252716,st
4252757,nv
4252774,nv
4252804,nv
4252818,nv
4252819,nv
4252826,nv
4252841,nv
4252843,nv
4252848,nv
4252873,nv
4252972,nv
4252979,nv
4253006,nv
4253019,nv
4253026,nv
4253127,lt
4253157,st
4253160,nv
4253224,nv
4253318,nv
4253322,nv
4253385,nv
4253413,st
4253418,nv
4253429,nv
4253445,nv
4253515,nv
4253540,nv
4253549,nv
4253573,lt
4253640,nv
4253689,nv
4253694,nv
4253699,st
4253705,st
4253726,nv
4253740,nv
4253804,nv
4253818,nv
4253976,nv
4254012,st
4254051,nv
4254144,nv
4254157,mt
4254189,nv
4254223,st
4254234,nv
4254250,nv
4254311,nv
4254317,nv
4254321,nv
4254351,nv
4254422,nv
4254466,nv
4254499,nv
4254505,nv
4254540,nv
4254618,nv
4254637,st
4254646,nv
4254666,st
4254680,nv
4254708,nv
4254709,nv
4254729,lt
4254741,nv
4254773,nv
4254789,mt
4254798,nv
4254811,nv
4254813,nv
4254871,st
4254906,nv
4254979,nv
4254983,nv
4255006,nv
4255053,st
4255161,nv
4255166,st
4255186,nv
4255219,nv
4255241,nv
4255244,nv
4255266,nv
4255326,mt
4255379,nv
4255422,eb
4255443,lt
4255479,nv
4255487,nv
4255499,nv
4255519,nv
4255571,nv
4255575,nv
4255583,nv
4255597,nv
4255664,nv
4255667,nv
4255689,nv
4255694,nv
4255732,nv
4255765,nv
4255883,nv
4255908,lt
4256081,nv
4256131,lt
4256145,nv
4256187,st
4256190,nv
4256249,nv
4256290,st
4256382,nv
4256388,nv
4256419,nv
4260677,nv
4260753,st
4260799,nv
4260826,st
4260854,nv
4260872,nv
4260882,nv
4260935,nv
4260944,nv
4260947,st
4260962,nv
4260981,nv
4261028,nv
4261057,lt
4261149,nv
4261170,nv
4261199,mt
4261230,nv
4261242,lt
4261269,nv
4261372,nv
4261382,st
4261395,mt
4261401,nv
4261431,nv
4261433,nv
4261467,nv
4261479,nv
4261516,nv
4261524,nv
4261527,nv
4261579,lt
4261638,nv
4261659,nv
4261660,nv
4261688,nv
4261702,mt
4261703,nv
4261719,nv
4261739,nv
4261757,nv
4261762,lt
4261763,nv
4261808,nv
4261810,nv
4261825,st
4261881,nv
4261960,nv
4262001,st
4262018,nv
4262040,nv
4262044,nv
4262061,nv
4262067,nv
4262087,nv
4262238,lt
4262239,lt
4262247,nv
4262252,nv
4262408,nv
4262484,st
4262489,lt
4262505,lt
4262543,nv
4262558,nv
4262559,nv
4262581,nv
4262615,nv
4262633,st
4262667,nv
4262721,nv
4262723,st
4262738,nv
4262748,st
4262764,nv
4262811,mt
4262814,nv
4262929,nv
4262931,nv
4263000,nv
4263001,nv
4263098,nv
4263103,nv
4263127,nv
4263133,nv
4263194,nv
4263238,nv
4263293,st
4263324,lt
4263326,lt
4263363,nv
4263364,mt
4263382,nv
4263398,nv
4263407,st
4263412,nv
4263446,nv
4263529,eb
4263546,nv
4263613,nv
4263627,st
4263668,st
4263703,nv
4263722,nv
4263742,mt
4263795,st
4263801,nv
4263828,nv
4263833,nv
4263842,nv
4263846,nv
4263859,nv
4263870,nv
4263878,nv
4263884,nv
4263929,nv
4263932,nv
4263945,mt
4263986,nv
4264019,nv
4264053,nv
4264079,st
4264115,nv
4264122,nv
4264297,nv
4264340,mt
4264343,lt
4264364,nv
4264365,nv
4264437,st
4264462,nv
4264509,st
4264517,nv
4264519,nv
4264546,nv
4264563,nv
4264578,nv
4264606,nv
4264614,st
4264634,nv
4264742,nv
4264750,mt
4264839,nv
4264870,st
4264884,lt
4264968,nv
4265009,nv
4265057,st
4265107,nv
4265143,nv
4265178,nv
4265220,mt
4265248,nv
4265252,nv
4265253,nv
4265261,nv
4265264,nv
4265293,nv
4265354,nv
4265373,nv
4265377,nv
4265387,nv
4265434,nv
4265454,nv
4265477,nv
4265489,st
4265549,st
4265609,nv
4265612,nv
4265622,nv
4265675,st
4265677,nv
4265680,nv
4265762,nv
4265771,nv
4265786,nv
4265801,nv
4265815,st
4265840,st
4265857,nv
4265870,nv
4266041,nv
4345018,nv
4345025,nv
4345050,nv
4345109,mt
4345154,nv
4345157,nv
4345222,nv
4345266,nv
4345276,st
4345278,nv
4345283,nv
4345284,st
4345291,nv
4345293,st
4345370,nv
4345388,nv
4345411,nv
4345425,nv
4345467,nv
4345483,nv
4345548,nv
4345652,st
4345669,nv
4345697,st
4345705,nv
4345708,nv
4345713,nv
4345722,nv
4345804,nv
4345809,mt
4345898,nv
4345937,nv
4345966,nv
4345997,nv
4346008,nv
4346013,nv
4346049,lt
4346073,nv
4346077,nv
4346103,st
4346178,nv
4346187,nv
4346201,nv
4346258,nv
4346266,nv
4346306,st
4346319,nv
4346339,lt
4346343,mt
4346381,nv
4346493,nv
4346585,nv
4346643,nv
4346661,nv
4346687,nv
4346765,nv
4346803,nv
4346807,nv
4346809,nv
4346851,nv
4346854,nv
4346875,eb
4346876,nv
4346890,nv
4346893,nv
4346908,nv
4346930,nv
4346947,nv
4346950,nv
4346953,st
4346967,st
4346971,nv
4346982,nv
4347000,mt
4347034,nv
4347040,nv
4347043,nv
4347086,nv
4347196,nv
4347202,nv
4347215,nv
4347249,st
4347265,nv
4347313,st
4347319,nv
4347321,nv
4347340,nv
4347369,nv
4347371,nv
4347408,nv
4347469,nv
4347503,lt
4347520,nv
4347537,nv
4347554,nv
4347564,st
4347569,st
4347607,nv
4347631,nv
4347634,nv
4347646,nv
4347652,nv
4347743,nv
4347761,nv
4348175,nv
4348178,nv
4348195,nv
4348266,nv
4348313,nv
4348347,nv
4348431,nv
4348457,nv
4348469,nv
4348513,nv
4348586,lt
4348593,nv
4348595,nv
4348653,mt
4348666,nv
4348737,nv
4348801,nv
4348810,nv
4348828,nv
4348873,nv
4348906,nv
4348954,nv
4348974,nv
4349008,nv
4349019,nv
4349039,nv
4349043,nv
4349067,nv
4349124,st
4349133,nv
4349378,mt
4349442,nv
4349452,nv
4349469,nv
4349483,eb
4349565,nv
4349589,nv
4349612,nv
4349625,nv
4349681,nv
4349683,nv
4349710,lt
4349736,nv
4349740,nv
4349743,nv
4349780,nv
4349785,nv
4349844,nv
4349860,st
4349935,nv
4350042,st
4350046,nv
4350116,nv
4350158,nv
4350214,st
4350271,st
4350299,nv
4350321,nv
4350361,nv
4350454,eb
4350477,nv
4350501,nv
4350533,nv
4350601,nv
4350604,lt
4350632,st
4350846,nv
4350914,nv
4350919,nv
4350948,nv
4350974,nv
4350975,nv
4351036,nv
4351045,nv
4351053,nv
4351056,nv
4351150,st
4351192,nv
4351201,mt
4351212,st
4351278,st
4351286,nv
4351296,nv
4351307,nv
4351319,nv
4351367,nv
4351394,nv
4351403,nv
4351414,st
4351434,st
4351445,nv
4351453,st
4351548,nv
4351605,nv
4351638,nv
4351672,nv
4351676,st
4351680,nv
4351696,nv
4351698,nv
4351838,st
4351840,lt
4351886,st
4351950,nv
4352050,nv
4352127,st
4352163,st
4352168,eb
4352191,nv
4352278,nv
4352328,st
4352388,nv
4352435,nv
4352472,nv
4352504,nv
4352531,nv
4352534,nv
4352550,nv
4352552,nv
4352612,nv
4352629,st
4352631,mt
4354657,nv
4354760,lt
4354771,mt
4354794,nv
4354804,nv
4354806,nv
4354831,nv
4354841,nv
4354858,st
4354905,nv
4354962,nv
4354963,nv
4355012,nv
4355025,st
4355044,nv
4355057,nv
4355120,nv
4355160,nv
4355232,nv
4355256,nv
4355338,nv
4355362,nv
4355367,nv
4355387,st
4355410,nv
4355484,nv
4355501,nv
4355503,st
4355506,nv
4355586,nv
4355591,nv
4355611,nv
4355619,nv
4355621,nv
4355661,lt
4355671,nv
4355696,st
4355733,nv
4355765,nv
4355784,lt
4355797,nv
4355802,nv
4355819,lt
4355844,nv
4355885,nv
4355900,nv
4355960,nv
4355965,nv
4356056,nv
4356084,nv
4356109,nv
4356114,nv
4356118,nv
4356127,nv
4356128,nv
4356160,nv
4356181,mt
4356215,st
4356271,nv
4356294,nv
4356320,st
4356383,nv
4356390,nv
4356391,nv
4356399,nv
4356413,nv
4356447,nv
4356450,nv
4356456,nv
4356490,nv
4356548,nv
4356597,nv
4356613,nv
4356621,st
4356683,nv
4356698,nv
4356708,st
4356715,nv
4356743,nv
4356750,nv
4356766,nv
4356841,nv
4356852,nv
4356864,nv
4356877,nv
4356903,nv
4356964,nv
4356977,nv
4356992,nv
4357090,nv
4357099,nv
4357102,nv
4357120,mt
4357133,st
4357148,nv
4357170,mt
4357272,eb
4357275,st
4357278,nv
4357317,nv
4357354,nv
4357359,lt
4357362,nv
4357381,nv
4357390,lt
4357396,nv
4357417,nv
4357435,nv
4357447,nv
4357520,nv
4357572,nv
4357578,st
4357600,nv
4357622,nv
4357662,nv
4357673,lt
4357754,nv
4357803,nv
4357807,nv
4357812,nv
4357814,nv
4357821,nv
4357863,st
4357876,st
4357905,nv
4357960,lt
4357967,lt
4357985,nv
4357986,nv
4357990,st
4358006,nv
4358026,nv
4358067,nv
4358099,nv
4358142,nv
4358145,nv
4358180,nv
4358206,eb
4358208,lt
4358325,nv
4358355,nv
4358360,nv
4358447,nv
4358476,nv
4358494,nv
4358499,nv
4358522,nv
4358524,nv
4358560,lt
4358564,nv
4358568,nv
4358571,nv
4358581,lt
4358582,nv
4358629,nv
4358630,nv
4358631,nv
4358655,lt
4358661,nv
4358757,nv
4358784,nv
4358801,nv
4358802,nv
4358822,nv
4358823,st
4358853,nv
4358855,nv
4358874,st
4358892,nv
4358910,lt
4358938,nv
4358963,nv
4358965,nv
4358977,nv
4358986,nv
4358996,lt
4359046,nv
4359049,lt
4359072,nv
4359085,nv
4359106,mt
4359119,nv
4359244,nv
4359255,nv
4359313,nv
4359341,nv
4359359,nv
4359377,nv
4359409,lt
4359414,nv
4359434,lt
4359478,nv
4359491,nv
4359516,lt
4359582,nv
4359587,nv
4359620,st
4359658,st
4359676,nv
4359719,st
4359729,nv
4359761,nv
4359804,mt
4359814,nv
4359838,nv
4359846,nv
4359873,nv
4359924,lt
4359990,lt
4359995,nv
4360003,mt
4360011,nv
4360052,nv
4360072,eb
4360134,nv
4360239,st
4360247,st
4360315,st
4360367,nv
4364237,nv
4364285,nv
4364354,nv
4364388,nv
4364400,nv
4364460,st
4364467,st
4364517,nv
4364542,nv
4364543,nv
4364549,st
4364621,st
4364627,nv
4364685,st
4364693,nv
4364730,nv
4364751,lt
4364792,nv
4364839,nv
4364856,nv
4364865,nv
4364882,nv
4364896,nv
4364917,nv
4364951,nv
4364987,nv
4364992,lt
4365042,nv
4365080,st
4365106,nv
4365132,nv
4365138,nv
4365147,nv
4365168,nv
4365182,nv
4365239,nv
4365273,nv
4365331,nv
4365337,nv
4365363,nv
4365364,nv
4365375,nv
4365436,nv
4365442,eb
4365461,eb
4365482,nv
4365484,nv
4365546,mt
4365603,nv
4365609,lt
4365637,nv
4365645,nv
4365655,nv
4365676,nv
4365714,nv
4365749,nv
4365782,nv
4365827,nv
4365832,nv
4365844,mt
4365860,nv
4365907,nv
4365913,nv
4365916,nv
4365917,nv
4365921,nv
4365925,nv
4365932,nv
4365996,nv
4366007,nv
4366024,nv
4366032,nv
4366040,nv
4366053,st
4366093,nv
4366110,nv
4366111,nv
4366135,nv
4366173,st
4366187,nv
4366204,nv
4366224,nv
4366244,nv
4366280,lt
4366310,nv
4366323,st
4366329,nv
4366351,lt
4366411,nv
4366418,nv
4366421,nv
4366445,nv
4366486,nv
4366496,nv
4366507,nv
4366547,nv
4366572,nv
4366599,nv
4366624,nv
4366637,nv
4366669,nv
4366698,nv
4366719,st
4366725,nv
4366728,mt
4366731,nv
4366736,lt
4366746,st
4366757,lt
4366795,nv
4366811,nv
4366812,nv
4366841,nv
4366880,nv
4366888,nv
4366913,nv
4366923,eb
4367000,nv
4367007,nv
4367095,nv
4367157,nv
4367205,nv
4367215,st
4367291,st
4367318,nv
4367337,nv
4367372,nv
4367419,nv
4367426,st
4367430,nv
4367528,nv
4367531,nv
4367544,eb
4367551,nv
4367596,nv
4367604,lt
4367611,nv
4367616,nv
4367648,nv
4367650,lt
4367689,nv
4367697,nv
4367788,nv
4367854,st
4390549,mt
4390625,nv
4390637,nv
4390744,st
4390773,nv
4390816,nv
4390819,nv
4390899,nv
4390902,nv
4390912,nv
4390919,nv
4390927,nv
4390962,st
4390969,st
4391025,nv
4391082,nv
4391149,nv
4391197,nv
4391348,nv
4391466,nv
4445342,mt
4445393,st
4445453,nv
4445502,nv
4445511,nv
4445527,nv
4445530,st
4445549,nv
4445575,nv
4445578,nv
4445630,eb
4445636,nv
4445647,nv
4445650,nv
4445667,nv
4445711,mt
4445727,nv
4445751,nv
4445752,nv
4445766,nv
4445781,nv
4445785,nv
4445793,nv
4445808,nv
4445818,lt
4445862,nv
4445884,nv
4445906,nv
4445917,nv
4445946,nv
4445966,nv
4446004,nv
4446007,nv
4446013,lt
4446044,nv
4446088,nv
4446105,st
4446118,nv
4446126,nv
4446135,nv
4446140,nv
4446149,nv
4446161,nv
4446180,st
4446181,nv
4446192,st
4446198,nv
4446215,nv
4446238,nv
4446240,nv
4446243,nv
4446263,nv
4446272,nv
4446295,nv
4446299,nv
4446300,nv
4446366,nv
4446405,nv
4446411,nv
4446429,nv
4446446,nv
4446467,nv
4446488,nv
4446540,nv
4446547,nv
4446576,nv
4446590,nv
4446595,nv
4446605,nv
4446630,nv
4446637,nv
4446657,lt
4446672,nv
4446687,nv
4446693,nv
4446714,lt
4446775,nv
4446777,nv
4446857,st
4446859,mt
4446865,nv
4446866,nv
4446871,nv
4446877,nv
4446937,nv
4446960,nv
4447115,nv
4447139,st
4447141,nv
4447163,nv
4447167,nv
4447240,st
4447268,nv
4447275,nv
4447283,nv
4447346,nv
4447361,nv
4447405,nv
4447461,nv
4447689,nv
4447759,nv
4447821,nv
4447841,st
4447850,nv
4447852,nv
4447866,nv
4447890,nv
4447902,nv
4447913,nv
4447931,nv
4447938,nv
4447974,nv
4448004,lt
4448009,nv
4448022,nv
4448100,nv
4448105,st
4448128,nv
4448157,st
4448190,nv
4448193,nv
4448241,nv
4448256,st
4448277,lt
4448278,st
4448283,nv
4448335,nv
4448346,st
4448385,nv
4448391,lt
4448403,nv
4448418,mt
4448429,mt
4448449,nv
4448470,nv
4448528,nv
4448559,nv
4448616,nv
4448618,st
4448636,nv
4448656,mt
4448670,nv
4448729,st
4448732,st
4448737,nv
4448742,nv
4448777,nv
4448814,nv
4448832,st
4448848,mt
4448858,st
4448903,lt
4448921,nv
4449034,nv
4449038,nv
4449040,lt
4449053,nv
4449132,nv
4449166,nv
4449181,nv
4449191,nv
4449224,nv
4449228,nv
4449241,mt
4449272,nv
4449356,nv
4449377,nv
4449425,nv
4449436,nv
4449464,nv
4449467,st
4449476,nv
4449496,nv
4449529,st
4449548,lt
4449601,nv
4449653,nv
4449727,nv
4449730,nv
4449749,nv
4449760,nv
4449778,nv
4449800,nv
4449814,nv
4449829,nv
4449831,nv
4449849,nv
4449958,nv
4450020,nv
4450024,nv
4450027,nv
4450028,nv
4450034,nv
4450040,nv
4450048,nv
4450061,nv
4450088,nv
4450115,mt
4450134,nv
4450159,nv
4450213,nv
4450252,nv
4450297,nv
4450333,nv
4450472,nv
4450473,nv
4450476,nv
4450500,nv
4450523,nv
4450625,lt
4450684,lt
4450702,lt
4450713,lt
4450799,st
4450844,lt
4450940,nv
4450976,eb
4451068,lt
4451099,nv
4451148,eb
4451217,nv
4451232,nv
4451344,lt
4451401,mt
4451434,nv
4451492,st
4451519,nv
4451525,nv
4451583,nv
4451655,nv
4451746,nv
4451755,lt
4451756,nv
4451916,nv
4452040,nv
4454022,nv
4454110,nv
4454123,nv
4454130,lt
4454278,nv
4454342,nv
4454354,nv
4454364,nv
4454395,nv
4454448,nv
4454486,nv
4454505,nv
4454611,nv
4454663,nv
4454672,lt
4454678,nv
4454694,nv
4454729,lt
4454738,lt
4454752,nv
4454768,nv
4454794,nv
4454810,nv
4454835,nv
4454890,nv
4454906,nv
4454934,st
4454958,nv
4454980,lt
4455010,nv
4455018,nv
4455047,nv
4455102,nv
4455167,st
4455175,nv
4455181,nv
4455231,nv
4455252,nv
4455274,nv
4455286,nv
4455314,nv
4455394,nv
4455406,nv
4455528,nv
4455542,nv
4455561,st
4455585,nv
4455632,nv
4455709,nv
4455762,lt
4455763,eb
4455791,nv
4455842,nv
4455846,nv
4455880,nv
4455962,nv
4456045,nv
4456107,st
4456111,st
4456137,nv
4456143,nv
4456150,nv
4456159,nv
4456203,nv
4456221,lt
4456265,nv
4456269,nv
4456286,nv
4456295,nv
4456300,nv
4456307,mt
4456337,nv
4456382,nv
4456383,nv
4456415,nv
4456419,nv
4456427,nv
4456428,nv
4456432,nv
4456472,nv
4456477,nv
4456483,nv
4456508,nv
4456519,nv
4456522,lt
4456575,st
4456589,nv
4456616,nv
4456622,eb
4456640,nv
4456645,nv
4456652,st
4456656,nv
4456730,st
4456739,nv
4456788,nv
4456793,nv
4456866,st
4456886,nv
4456934,nv
4456967,st
4456976,nv
4456979,nv
4456983,nv
4456997,nv
4457056,nv
4457061,nv
4457067,nv
4457122,nv
4457200,nv
4457204,nv
4457244,nv
4457320,nv
4457327,nv
4457331,nv
4457335,nv
4457346,mt
4457347,nv
4457349,lt
4457351,nv
4457352,mt
4457391,nv
4457395,lt
4457443,st
4457475,st
4457554,nv
4457582,nv
4457606,st
4457620,nv
4457632,nv
4457668,lt
4457690,nv
4457705,st
4457712,nv
4457722,mt
4457732,nv
4457733,lt
4457734,nv
4457761,nv
4457791,nv
4457800,nv
4457812,nv
4457818,nv
4457828,nv
4457852,nv
4457891,nv
4457974,nv
4457991,nv
4457997,nv
4458042,nv
4458082,lt
4458099,nv
4458109,lt
4458117,nv
4458118,nv
4458136,nv
4458155,nv
4458172,nv
4458178,mt
4458213,nv
4458219,nv
4458225,nv
4458260,nv
4458292,st
4458325,nv
4458340,nv
4458346,nv
4458354,nv
4458359,nv
4458370,nv
4458422,nv
4458430,nv
4458432,nv
4458445,nv
4458465,nv
4458546,nv
4458619,nv
4458629,nv
4458635,nv
4458638,st
4458639,nv
4458709,nv
4458712,mt
4458749,nv
4458774,lt
4458800,nv
4458805,nv
4458818,nv
4458826,nv
4458832,nv
4458833,st
4458878,nv
4458918,nv
4458921,nv
4458935,nv
4458948,nv
4458984,nv
4458989,eb
4458992,nv
4459010,mt
4459025,nv
4459048,mt
4459063,st
4459068,eb
4459089,st
4459093,nv
4459096,nv
4459107,nv
4459146,st
4459159,nv
4459202,mt
4459213,nv
4459280,nv
4459285,nv
4459289,nv
4459331,mt
4459343,nv
4459359,nv
4459394,nv
4459408,st
4459410,nv
4459427,st
4459448,nv
4459456,nv
4459503,nv
4459544,mt
4459600,st
4459680,nv
4459692,nv
4459716,nv
4459725,nv
4459762,st
4459766,nv
4459767,st
4459781,nv
4459786,nv
4459821,nv
4459913,lt
4459919,nv
4459924,nv
4459939,nv
4459956,nv
4459963,nv
4460015,nv
4460055,st
4460061,nv
4460164,nv
4460188,nv
4460220,nv
4460309,mt
4460411,st
4464156,nv
4464180,lt
4464182,nv
4464215,nv
4464268,nv
4464287,lt
4464304,nv
4464394,nv
4464406,lt
4464528,nv
4464530,nv
4464535,nv
4464689,mt
4464825,st
4464876,nv
4464926,nv
4464927,nv
4464952,nv
4464955,lt
4464999,eb
4465000,st
4465188,nv
4465203,nv
4465224,lt
4465237,nv
4465279,nv
4465300,nv
4465305,mt
4465314,st
4465320,nv
4465324,nv
4465330,nv
4465341,lt
4465342,nv
4465353,nv
4465366,nv
4465403,nv
4465419,nv
4465432,nv
4465448,nv
4465454,nv
4465461,nv
4465516,nv
4465519,st
4465522,lt
4465537,lt
4465539,st
4465563,nv
4465622,nv
4465645,nv
4465653,nv
4465726,st
4465781,nv
4465790,st
4465805,nv
4465829,nv
4465895,nv
4465949,nv
4465957,nv
4465990,st
4465994,st
4466077,nv
4466089,nv
4466180,nv
4466260,nv
4466272,nv
4466275,nv
4466333,nv
4466356,eb
4466378,nv
4466401,nv
4466452,st
4466498,st
4466520,nv
4466566,st
4466582,nv
4466628,nv
4466629,nv
4466647,nv
4466676,nv
4466677,nv
4466691,eb
4466733,nv
4488216,lt
4488313,nv
4488322,nv
4488363,nv
4488434,nv
4488519,nv
4488558,st
4488580,mt
4488756,nv
4488788,nv
4488796,nv
4488840,mt
4488879,nv
4488884,nv
4488924,nv
4488941,nv
4488973,nv
4489036,nv
4489051,nv
4489052,st
4489094,nv
4489106,st
4489163,nv
4489185,nv
4489241,nv
4489264,mt
