KIC,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC
5809868,0.4393902,0.0000003,54964.79703,0.025501,0.8,75.3238,7.8911,12.955,6878,FALSE
3119295,0.4396981,0.0000058,55000.0541,0.024182,0.75,71.0652,9.8276,14.268,7236,FALSE
6766325,0.4399657,0.0000003,54964.71211,0.026608,0.92,73.4704,14.2106,13.775,6154,FALSE
5310387,0.4416691,0.0000003,54953.66466,0.026196,0.96,75.9779,5.6183,12.682,6520,FALSE
5022573,0.4417245,0.0000003,54953.97265,0.025156,0.98,73.7972,8.7277,11.474,5648,TRUE
10481912,0.4423682,0.0000003,54953.71826,0.025536,0.96,80.9434,11.4898,11.855,6593,FALSE
9843451,0.4427528,0.0000005,55002.19333,0.026815,0.91,80.1736,10.7175,15.47,6578,FALSE
10753751,0.4429618,0.0000003,55110.14791,0.024351,0.91,82.2744,9.9606,15.018,5752,FALSE
10389982,0.4439893,0.0000003,54964.6715,0.026229,0.74,77.6089,18.5205,11.759,6859,FALSE
6446219,0.4448055,0.0000003,54964.95272,0.025889,0.95,74.649,10.8734,14.152,6225,FALSE
11924311,0.4451163,0.0000003,54964.75592,0.026169,0.77,83.4419,12.3967,12.805,6418,FALSE
10485069,0.4452718,0.0000003,55066.49415,0.087544,0.75,81.2444,10.9191,15.343,5934,FALSE
10485137,0.4452748,0.0000003,54954.05837,0.022437,0.72,81.2322,10.9,11.883,6013,FALSE
9786798,0.4454678,0.0000003,54964.91516,0.02329,0.74,80.5177,10.048,15.274,5983,FALSE
9087918,0.4456069,0.0000003,54964.86192,0.025417,0.78,77.427,13.3613,14.486,5675,FALSE
11230837,0.4460787,0.0000003,54965.04448,0.011736,0.61,78.8639,19.2927,15.738,5439,FALSE
6067735,0.4461815,0.0000003,54953.6955,0.026819,0.85,76.1437,6.9693,12.65,5558,TRUE
10809970,0.4470546,0.0000003,54953.65746,0.026104,0.95,81.5076,11.459,13.533,5637,FALSE
6390205,0.4494018,0.0000003,54964.65764,0.027134,0.8,76.6283,7.0682,12.545,8254,FALSE
8222945,0.4511233,0.0000003,54964.7042,0.026492,0.98,75.0505,15.2985,14.778,5129,FALSE
6442207,0.4537538,-1,54999.80106,0.163355,0.37,-1,-1,-1,-1,FALSE
4946584,0.4539717,0.0000003,55063.18271,0.013106,0.62,74.6275,7.0579,13.819,6179,FALSE
11612091,0.4542688,0.0000003,54953.7803,0.026193,0.97,81.7077,14.496,13.117,6803,FALSE
6370361,0.4549104,0.0000003,54953.65956,0.027583,0.84,74.8511,10.2414,13.21,6509,FALSE
9414905,0.4565263,0.0000003,54964.70963,0.026384,0.92,79.3772,10.8175,13.634,5792,FALSE
9591358,0.4566951,0.000018,55000.2,0.027161,0.84,-1,-1,-1,-1,FALSE
5041843,0.4572343,0.0000007,54999.87156,0.080429,0.65,75.275,6.0595,17.028,7625,FALSE
8804824,0.4574038,0.0000016,54964.69985,0.027591,0.87,75.2714,17.1491,14.722,7202,FALSE
7610486,0.4576793,0.0000003,54964.75354,0.029255,0.8,75.824,11.6104,15.684,5682,FALSE
5374999,0.4578798,0.0000003,54965.26312,0.022302,0.67,74.2774,8.7079,15.293,5806,FALSE
9832227,0.4579485,0.0000003,54953.95137,0.027693,0.95,78.8007,13.3558,12.26,5854,FALSE
8872737,0.4590988,0.0000003,54964.78967,0.026985,0.96,75.6487,16.5066,15.748,5338,FALSE
5785586,0.4596214,0.0000003,54964.81615,0.012653,0.59,72.9635,12.4213,15.756,5125,FALSE
3837677,0.4619841,0.0000003,54964.80667,0.027697,0.94,70.0697,13.3739,15.548,5466,FALSE
10919564,0.4621374,0.0000003,54861.98752,0.037827,0.81,80.241,14.547,15.708,5474,FALSE
12553806,0.4631237,0.0000031,55000.03989,0.01471,0.61,82.4556,17.5103,17.136,-1,TRUE
5535061,0.4634302,0.0000003,54954.05127,0.025524,0.77,73.3971,10.7897,12.388,6580,FALSE
5199489,0.4648159,0.0000004,55002.24814,0.028848,0.84,74.076,8.6456,15.888,5972,FALSE
7383021,0.4660608,0.0000004,55000.2699,0.027746,0.82,77.1087,8.5728,15.687,5335,FALSE
7518816,0.46658,0.0000003,54953.69128,0.021851,0.65,74.4917,14.0337,12.846,6087,FALSE
11920266,0.4674102,0.0000003,54954.12076,0.025557,0.91,82.9339,13.4258,11.581,-1,FALSE
8428136,0.4681444,0.0000066,55000.01091,0.028351,0.85,76.3534,13.3704,16.179,6587,FALSE
10596883,0.468911,0.0000009,55002.01764,0.027049,0.84,79.3857,14.9414,14.135,7296,FALSE
10141087,0.469797,0.0000188,55000.07575,0.027608,0.8,-1,-1,-1,-1,FALSE
2854752,0.4704329,0.0000003,54964.89301,0.031989,0.79,70.7846,9.7966,13.99,7073,FALSE
6671698,0.4715248,0.0000004,54954.0773,0.022332,0.73,72.3024,16.547,13.489,5570,FALSE
12059158,0.4718237,0.0000003,54953.84503,0.026702,0.89,81.8729,16.4108,13.59,7591,FALSE
10861842,0.4719432,0.0000004,54964.81781,0.028599,0.76,80.2326,14.1956,14.291,7191,TRUE
9536053,0.4721663,0.0000004,54965.04005,0.026582,0.98,79.4096,11.1081,13.754,6240,FALSE
3221207,0.4738303,0.0000003,54953.96036,0.028449,0.81,69.4856,13.1922,11.975,6414,FALSE
7657914,0.4745462,0.0000003,54953.98058,0.027374,0.72,72.2575,20.2336,12.906,6794,FALSE
7590728,0.4767224,0.0000008,54999.94557,0.026307,0.7,73.5497,16.5725,16.719,6931,FALSE
8736072,0.4776316,0.0000136,54999.90923,0.026364,0.86,74.6373,18.4527,14.875,7830,FALSE
6462057,0.478716,0.0000004,54954.01854,0.02666,0.93,76.1478,8.1011,11.849,6518,FALSE
9091810,0.4797214,0.0000004,54953.60118,0.019527,0.7,77.8879,12.4354,12.755,4807,TRUE
8087649,0.47992,-1,55000.20538,0.030733,0.79,-1,-1,-1,-1,FALSE
9002076,0.481405,0.0000004,54953.98973,0.028952,0.85,75.046,18.7923,12.256,6434,TRUE
5478466,0.4825013,0.0000004,54964.85726,0.028013,0.97,75.8522,6.2379,14.226,5809,FALSE
4466691,0.4826514,0.0000066,54999.99899,0.031521,0.78,72.2652,10.2351,14.348,6512,FALSE
5440746,0.4826538,0.0000004,54964.94461,0.028237,0.86,72.324,12.6949,14.172,6138,FALSE
6057829,0.4834268,0.0000004,54954.0792,0.028262,0.75,75.335,8.5258,13.309,5444,FALSE
4843592,0.4835365,0.0000004,54862.09371,0.016435,0.67,73.2677,9.2354,15.12,5499,FALSE
8360184,0.484545,0.0000004,54964.84723,0.029047,0.81,75.975,13.9698,15.473,5486,FALSE
10796477,0.484966,0.0000004,54964.67889,0.027269,0.74,79.977,14.4756,14.107,6213,FALSE
7601767,0.4867339,0.0000139,55000.02441,0.028968,0.8,74.8943,13.444,14.486,6567,FALSE
6836140,0.487721,0.0000004,54964.66138,0.028036,0.73,71.5406,19.1669,14.646,5037,TRUE
10357852,0.488341,0.0000004,54954.07104,0.029728,0.87,81.4429,10.2498,13.062,6327,FALSE
9592145,0.4888674,0.0000004,54965.01545,0.023579,0.65,78.7917,12.4353,13.973,6658,FALSE
7516345,0.4918701,0.0000004,54964.91039,0.031179,0.75,74.2348,14.6445,12.325,6885,FALSE
3953981,0.4920172,0.0000004,54953.82253,0.028483,0.75,71.5728,10.6304,12.633,4925,FALSE
9957351,0.4955521,0.000002,55000.07819,0.014283,0.6,79.6339,12.199,16.948,4610,FALSE
5282464,0.4963991,0.0000004,54964.70788,0.028069,0.73,73.711,9.5325,12.796,7472,FALSE
11395645,0.4969091,0.0000035,55000.01136,0.029156,0.75,80.0949,17.1327,15.211,6396,FALSE
4947528,0.4969885,0.0000004,54964.67405,0.02655,0.75,74.7233,6.9248,13.91,6828,FALSE
12055014,0.4999046,0.0000004,54965.04132,0.030249,0.85,81.2361,17.8324,13.537,6546,FALSE
9702641,0.5031783,0.0000004,54964.96256,0.030668,0.9,77.4947,15.7954,12.589,5685,FALSE
2972514,0.5034853,0.0000071,54999.88194,0.02577,0.74,69.1234,13.5981,14.031,6346,FALSE
10619506,0.5035552,0.0000004,54964.9896,0.027928,0.92,81.9183,10.2308,13.738,6526,FALSE
5376552,0.5038186,0.0000004,54954.08382,0.029959,0.82,74.4482,8.4874,12.86,6631,FALSE
9027841,0.5040004,0.0000004,55001.9249,0.005856,0.48,78.1165,11.76,15.498,4760,FALSE
4069063,0.5042961,0.0000004,54964.90634,0.010072,0.57,72.761,8.5018,13.318,5905,FALSE
9813678,0.5050786,0.0000036,55000.28696,0.009551,0.56,76.1451,19.5868,15.992,5190,FALSE
9642018,0.505111,0.0000004,54964.76725,0.006647,0.52,77.4312,15.5672,15.544,5106,FALSE
10920314,0.5051686,0.0000004,54953.58661,0.021704,0.64,80.3007,14.3109,13.119,6993,TRUE
5128972,0.5053236,0.0000004,54965.0467,0.052621,0.75,75.4236,6.1605,13.236,5776,FALSE
9639265,0.5063531,0.0000004,54964.81649,0.012924,0.63,76.9754,16.6089,15.575,5004,FALSE
5201619,0.507276,0.0000004,54964.77474,0.028006,0.74,74.2662,8.3357,13.046,6498,FALSE
5088735,0.5075008,0.0000082,55003.05977,0.028917,0.57,71.6869,13.1625,15.669,6016,FALSE
5461570,0.5076606,0.0000079,55000.15586,0.024451,0.96,74.4373,8.6085,14.828,7127,FALSE
11495781,0.5079343,0.0000004,54954.04163,0.032169,0.94,79.611,18.8201,13.438,7729,FALSE
6353203,0.5085044,0.0000004,54954.10417,0.018082,0.64,72.9634,14.1224,11.753,6102,FALSE
4349483,0.5091406,0.0000004,54964.90703,0.019405,0.71,70.3212,14.1445,14.302,4472,FALSE
9075704,0.5131523,0.0000009,54999.89031,0.025617,0.68,75.7942,17.203,16.235,7556,FALSE
3448245,0.51349,0.0000004,54953.95333,0.027052,0.69,71.5004,9.5548,11.864,6573,FALSE
8257903,0.515065,0.0000004,54965.05766,0.027328,0.77,78.844,7.9445,13.521,5930,FALSE
8263940,0.5154949,0.0000004,54965.13399,0.027001,0.92,79.5203,6.9386,13.458,7639,FALSE
11774383,0.5202271,0.0000012,55000.20939,0.010558,0.58,83.3158,12.0567,19.174,-1,FALSE
6677225,0.5250272,0.0000004,54964.73347,0.033364,0.89,73.0219,14.8771,13.715,7163,FALSE
9237149,0.5263441,0.0000004,54964.96049,0.02234,0.64,79.8197,9.2779,14.872,5809,FALSE
11560447,0.527679,0.0000004,54953.73031,0.014989,0.59,81.5812,14.4402,10.834,4969,TRUE
6791604,0.5288055,0.0000004,54964.68247,0.028439,0.7,75.932,9.229,13.924,7346,FALSE
11154110,0.5296642,0.0000004,54965.02688,0.029886,0.74,82.7403,10.5391,13.37,6938,FALSE
4458989,0.5298544,0.0000004,54954.15864,0.033695,0.81,71.5012,11.8244,12.945,6519,FALSE
6153219,0.5303,0.0000013,55000.26014,0.018763,0.62,76.546,6.4995,17.089,6603,FALSE
12109575,0.5316547,0.0000004,54953.61763,0.013546,0.64,82.1556,15.9787,13.296,4350,FALSE
6044543,0.532086,0.0000004,54964.91324,0.025387,0.67,73.9814,10.9105,13.764,7240,FALSE
11825057,0.5320878,0.0000009,55000.08776,0.090115,0.61,83.3801,12.1447,18.852,-1,FALSE
11180361,0.5330609,0.0000004,54964.77787,0.017589,0.57,79.2128,18.1299,7.748,8330,TRUE
10586874,0.5354866,0.000002,54964.74788,0.028997,0.77,78.1195,17.9059,14.099,6640,FALSE
5358200,0.5359481,0.0000077,54999.75711,0.02988,0.79,72.5534,11.9355,15.005,7034,FALSE
6224853,0.5360475,0.0000077,55000.0788,0.030252,0.95,75.8398,7.9384,14.415,7338,FALSE
8074045,0.5363932,0.0000004,54964.97028,0.021078,0.62,72.9871,20.0577,13.639,6754,TRUE
9541127,0.5366512,0.0000004,54953.97494,0.027157,0.68,79.944,10.0779,12.558,6821,TRUE
7373555,0.5366747,0.0000004,54964.7668,0.028667,0.96,76.2721,10.0216,13.896,6997,FALSE
6042031,0.5371037,0.0000004,54964.56562,0.013826,0.59,73.7265,11.4523,13.078,5221,FALSE
7668283,0.5374826,0.0000161,55000.0151,0.02628,0.98,-1,-1,-1,-1,FALSE
9776718,0.544351,0.0000007,54999.93913,0.031355,0.87,79.3919,12.0938,15.037,-1,FALSE
12267718,0.5450506,0.0000004,54953.99985,0.03341,0.89,83.9236,12.9359,13.385,6802,FALSE
11038312,0.5455657,0.0000004,55000,0.067746,0.85,-1,-1,-1,-1,TRUE
2558370,0.5462481,0.0000013,55000.09267,0.013422,0.57,68.9613,13.1386,18.55,-1,FALSE
5390351,0.5474536,0.0000009,54999.93573,0.09458,0.75,75.5794,6.4976,16.076,-1,FALSE
8814635,0.5504155,0.0000236,55000.06282,0.033187,0.84,-1,-1,-1,-1,FALSE
8397675,0.5532589,0.0000004,54953.72098,0.006886,0.51,79.887,6.6218,13.501,5462,FALSE
7506164,0.5580129,0.0000004,54964.90267,0.031991,0.88,72.9671,17.5751,13.682,7576,FALSE
9307423,0.5586161,0.0000006,55001.99719,0.027168,0.73,80.7934,7.9057,15.792,4597,FALSE
10292413,0.5591588,0.0000004,54954.20221,0.033151,0.95,81.2997,10.1617,13.194,-1,FALSE
6213131,0.5614165,0.0000006,55002.07657,0.023204,0.64,74.8373,9.8103,15.535,6328,FALSE
11153627,0.5616973,0.0000005,54965.03703,0.033753,0.89,82.7151,10.6595,13.982,5286,FALSE
8285970,0.5624879,0.0000005,54964.76462,0.00899,0.84,74.6996,16.4839,14.792,5398,FALSE
4660997,0.5625604,0.0000004,54954.05165,0.018214,0.62,72.8925,9.4834,12.317,5507,TRUE
8145477,0.5657843,0.0000022,54965.0762,0.033773,0.89,73.587,18.6834,14.793,6801,FALSE
7749504,0.5662444,0.0000005,55007.8512,0.029639,0.95,75.3221,13.1266,12.723,11064,FALSE
9030447,0.5666978,0.0000005,55066.55807,0.076492,0.9,78.4571,11.2695,13.44,6693,FALSE
7886329,0.5674939,0.0000005,54953.64141,0.009722,0.53,75.4049,13.4252,13.205,6079,FALSE
5956776,0.569115,0.000001,55000.30351,0.019527,0.61,73.2863,12.1138,16.747,6946,FALSE
7431703,0.5725258,0.0000005,54953.88764,0.025772,0.64,74.0057,15.0825,12.247,7279,TRUE
7816201,0.574957,0.0000005,54954.11644,0.035859,0.94,75.1431,13.6944,12.018,-1,FALSE
8112324,0.5759253,0.0000005,54964.92181,0.01497,0.59,77.8372,9.4469,14.563,5257,FALSE
8616873,0.5760788,0.0000005,54964.80273,0.011232,0.54,75.9222,14.857,15.237,5486,FALSE
4547308,0.5769285,0.0000005,54953.62424,0.134492,0.88,70.6521,13.9377,12.543,6937,FALSE
12157987,0.5778444,0.0000005,54953.90007,0.026841,0.66,82.173,16.0428,12.205,7722,TRUE
7037319,0.5781095,0.0000005,54965.1235,0.120417,0.84,75.225,11.1384,13.712,7027,FALSE
8311255,0.5791159,0.0000005,54964.7638,0.030288,0.69,77.7366,10.0713,13.666,-1,FALSE
7938870,0.5807261,0.0000005,54953.69399,0.023731,0.62,73.1417,18.8241,12.295,6651,TRUE
8587078,0.5841474,0.0000181,55000.26215,0.034196,0.88,79.6228,7.6234,14.012,6043,FALSE
5567438,0.5845398,0.0000005,54964.98953,0.033414,0.96,76.1761,5.8528,13.809,6289,FALSE
1868650,0.5847312,0.0000005,54953.76968,0.028231,1,70.0336,9.7738,13.453,10733,TRUE
9644680,0.5859408,0.0000005,54964.70264,0.028847,0.68,77.8073,14.6747,13.435,6985,FALSE
11084782,0.586535,0.0000005,54953.86516,0.034049,0.93,80.6971,14.3145,12.583,8371,FALSE
8507080,0.5885934,0.0000184,54999.83558,0.038722,0.84,-1,-1,-1,-1,FALSE
9142964,0.5892528,0.0000005,54953.88027,0.030833,0.73,76.0264,16.8114,13.236,6663,FALSE
11404698,0.5901921,0.0000005,54964.7884,0.011551,0.58,81.3645,14.1926,14.854,4264,FALSE
5878081,0.5911339,0.0000089,54999.85756,0.030588,0.72,73.766,10.8848,14.372,7695,FALSE
9084778,0.5922444,0.0000005,54964.64926,0.009975,0.5,77.1056,14.1469,15.653,4787,TRUE
8248967,0.5925091,-1,55000.00873,0.03575,0.83,-1,-1,-1,-1,FALSE
9356753,0.5926789,0.0000005,54953.94759,0.034078,0.76,79.6387,10.103,12.966,6021,FALSE
3954227,0.594276,0.0000006,55002.26554,0.013598,0.56,71.5741,10.5749,15.985,4595,FALSE
7698650,0.5991551,0.0000005,54965.21438,0.035235,0.88,77.3525,9.0521,15.228,6107,FALSE
12170648,0.599386,0.0000005,54965.02503,0.008729,0.52,83.9917,12.4657,14.828,5000,FALSE
5792093,0.6005881,0.0000005,54964.64336,0.033099,0.71,73.6087,10.9669,13.906,6312,FALSE
5887316,0.6030807,0.0000005,54964.66706,0.007511,0.55,74.6927,9.1036,13.989,6216,FALSE
8949316,0.6043566,0.0000288,54964.6878,0.007884,0.51,76.9628,13.8995,16.182,3701,FALSE
11703960,0.6044168,0.0000005,54965.16719,0.03599,0.93,80.3656,17.9606,13.885,-1,FALSE
10216186,0.605939,0.0000005,54965.01659,0.028489,0.64,80.2011,11.957,13.77,6655,FALSE
5018787,0.6071918,0.0000005,54965.01461,0.009405,0.51,73.4941,9.3809,15.428,5215,FALSE
9514070,0.6072562,0.0000258,54999.79385,0.027595,0.64,76.3762,17.4656,15.179,6589,FALSE
5978521,0.6081507,0.0000005,54964.6949,0.033909,0.94,75.4387,8.089,13.676,6439,FALSE
8554005,0.6083407,0.0000005,54954.00666,0.03274,0.76,76.1479,14.3149,12.71,7304,FALSE
7769072,0.6088629,0.0000005,54965.04992,0.009268,0.52,77.3846,9.0415,13.886,4858,FALSE
12055517,0.6097519,0.0000005,54999.83277,0.069877,0.77,81.2788,17.6171,15.879,4708,FALSE
9944907,0.6134398,0.0000005,54964.82635,0.021577,0.71,78.0306,15.6003,13.701,-1,FALSE
9706078,0.6135606,0.0000005,54954.13729,0.017008,0.6,78.0104,14.7055,12.812,5692,FALSE
7818448,0.6189517,0.0000005,54964.59143,0.018791,0.66,75.3326,13.1964,13.894,6222,FALSE
5290305,0.6205088,0.0000105,55000.30166,0.034743,0.8,74.4242,8.2347,14.294,6542,FALSE
7584826,0.622309,0.0000005,54965.08065,0.020973,0.62,72.766,18.5684,15.187,5599,FALSE
3958488,0.622891,0.0000005,54954.1547,0.031879,0.95,71.9802,9.8123,13.104,6939,FALSE
9837083,0.623394,0.0000007,55002.31391,0.009604,0.52,79.4209,12.1203,16.18,-1,FALSE
10844279,0.6234128,0.0000048,55000.22806,0.036669,0.82,77.8762,19.848,14.227,7037,FALSE
12023089,0.6234413,0.0000007,55001.7705,0.00992,0.52,83.6475,12.5558,15.626,5115,FALSE
7378178,0.6242687,0.0000007,55001.83758,0.021153,0.71,76.7351,9.2885,15.905,5612,FALSE
8971432,0.6243873,0.0000005,54964.79479,0.012574,0.56,79.259,9.4712,15.487,5057,FALSE
5524325,0.6249787,0.0000096,54999.67931,0.037286,0.83,72.2838,13.109,14.962,7181,FALSE
7304911,0.6255508,0.0000005,54954.04574,0.037894,0.95,77.2787,8.1617,12.769,6683,FALSE
11193447,0.625884,0.0000005,54953.9775,0.015393,0.64,81.1616,13.6636,13.397,-1,FALSE
7038831,0.6272909,0.0000005,55000.03273,0.014889,0.63,75.4134,10.8617,14.374,6266,FALSE
10229723,0.6287243,0.0000005,54953.68429,0.036748,0.83,81.5122,9.5811,11.971,6201,FALSE
11904038,0.6322198,0.0000005,54953.85226,0.040031,0.79,80.5277,18.878,12.784,-1,FALSE
11509282,0.6340339,0.0000005,54965.03679,0.037934,0.83,81.5839,14.2298,13.796,7139,FALSE
10351767,0.6350697,0.0000005,54965.11462,0.013779,0.58,80.7763,11.2724,14.539,6113,TRUE
4037163,0.635444,0.0000016,55000.22798,0.01209,0.59,69.5688,15.1512,16.675,-1,FALSE
3437778,0.6355819,0.0000012,55002.01504,0.032359,0.68,70.5359,11.5456,15.704,6929,FALSE
5022908,0.6372483,0.0000109,54999.97202,0.038045,0.8,73.8548,8.6868,14.309,6696,FALSE
5716763,0.6406607,0.0000005,54953.9788,0.008977,0.46,74.6079,9.0111,12.107,5672,FALSE
7013934,0.6413681,0.0000006,54953.76768,0.037792,0.9,72.5747,16.9522,12.94,7699,FALSE
8539850,0.6421045,0.0000005,54964.7454,0.040831,0.91,74.0899,19.229,13.924,7238,FALSE
11144556,0.6429797,0.0000005,54954.06102,0.039258,0.84,81.5995,12.597,13.551,6428,FALSE
5696909,0.6430031,0.0000006,54964.68769,0.008879,0.5,72.5319,13.0809,14.984,5451,FALSE
6103049,0.6431712,0.0000006,54964.88891,0.014818,0.59,71.3497,16.9307,15.147,5623,FALSE
3853673,0.6437959,0.0000006,54965.68781,0.011973,0.54,71.7819,9.9295,15.103,5727,TRUE
9328852,0.6458515,0.0000006,54964.8864,0.01226,0.54,76.0272,17.7146,15.33,4338,TRUE
7284688,0.6460432,0.0000005,54953.67804,0.018998,0.64,75.4106,11.4915,11.234,-1,FALSE
10007533,0.6480635,0.0000006,54965.03925,0.039454,0.87,78.4869,14.8865,13.875,6808,FALSE
3344427,0.6517851,0.0000017,55000.00311,0.013749,0.57,71.1969,9.9438,15.832,4676,FALSE
8977390,0.6532608,0.0000006,54954.15695,0.039055,0.86,79.7957,8.6708,13.105,6427,FALSE
5820209,0.6560869,0.0000006,54964.8139,0.094428,0.81,76.1323,6.4945,13.495,4750,FALSE
7836330,0.6583898,0.0000006,55147.86973,0.011019,0.63,77.2948,9.4815,14.201,5053,FALSE
7458285,0.6606276,0.0000006,54964.86363,0.034407,0.71,76.6064,9.699,13.519,6536,FALSE
10226388,0.6606574,0.0000006,54954.11653,0.032137,0.77,81.2658,10.1233,10.772,-1,FALSE
8579812,0.6610619,0.0000217,55000.06919,0.032432,0.68,78.9691,8.7765,14.823,6521,FALSE
2447893,0.66162,0.0000006,54965.11374,0.014914,0.58,70.771,9.3571,14.49,5059,FALSE
10275747,0.6617485,0.0000006,54954.2747,0.025116,0.62,79.5564,13.5391,12.796,7362,FALSE
7835348,0.6640618,0.0000006,54965.17356,0.038405,0.95,77.2267,9.6687,15.385,5960,FALSE
6302051,0.6658734,0.0000006,54953.66765,0.037587,0.75,75.7386,8.3928,13.333,8041,FALSE
4936680,0.6662267,0.0000117,54999.86606,0.03283,0.67,73.8532,8.489,14.312,7905,FALSE
8285349,0.6671103,0.0000006,54953.77882,0.034518,0.9,74.566,16.6969,12.239,6088,FALSE
4954113,0.668027,0.0000008,55001.99685,0.037931,0.9,75.2441,6.0392,11.931,7630,FALSE
3127873,0.6715256,0.0000006,54964.98233,0.041188,0.91,71.7779,8.4669,15.153,6069,FALSE
5615815,0.6742496,0.0000108,55000.13525,0.040915,0.8,72.9232,12.0727,14.814,7128,FALSE
6692340,0.6748494,0.0000006,54954.12676,0.038845,0.95,74.5983,11.5412,13.33,6270,FALSE
4571536,0.676715,0.0000008,54964.76609,0.040507,0.5,73.1699,8.9046,15.713,5134,FALSE
6531485,0.6769904,0.0000006,54964.79848,0.011728,0.54,75.2542,9.7869,15.553,5587,FALSE
10095469,0.6777628,0.0000013,54999.86584,0.022526,0.6,81.241,9.6742,14.693,6261,FALSE
7051984,0.6781334,0.0000006,54964.53945,0.011645,0.54,76.5392,8.6932,12.771,5438,FALSE
11027722,0.6781374,0.0000006,54965.1378,0.007549,0.47,80.1754,15.0219,14.291,6212,TRUE
10972830,0.6784503,0.0000008,54999.99512,0.133327,0.95,79.9716,15.3015,10.173,-1,FALSE
7620664,0.6837179,0.0000006,54965.29079,0.041359,0.94,76.7531,9.7608,13.112,6362,FALSE
8183540,0.6842068,0.0001494,55000.67672,0.040235,0.87,78.1421,8.9876,14.265,6431,FALSE
12554536,0.6844956,0.0000006,54953.96462,0.027907,0.63,82.5863,17.2518,12.819,7443,FALSE
11618883,0.6848719,0.0000011,55139.44241,0.039876,0.84,82.579,12.6682,13.377,4347,FALSE
8248812,0.685366,0.0000006,54964.76731,0.026056,0.66,78.0812,9.3675,13.417,7018,FALSE
2970804,0.6869923,0.0000006,54964.65832,0.102079,0.61,68.875,13.9891,9.16,-1,FALSE
9692336,0.6878983,0.0000018,55000.36666,0.024257,0.63,75.8869,19.7465,17.49,-1,FALSE
4077442,0.6928422,0.0000006,54954.13032,0.014769,0.59,73.4347,7.2906,13.512,4523,FALSE
8182360,0.6951457,0.0000232,55000.39193,0.030064,0.66,78.0326,9.1605,15.321,6904,FALSE
8435247,0.6961296,0.0000008,55288.00238,0.011429,0.57,77.2312,11.6499,15.464,5046,TRUE
5077994,0.6962874,0.0000006,54954.08668,0.024471,0.67,70.1638,16.5252,12.668,5620,FALSE
3956881,0.6969455,0.0000006,54964.96153,0.039511,0.95,71.8403,10.111,14.934,5574,FALSE
6665064,0.6983698,0.0000098,54964.69745,0.009325,0.52,71.4384,18.6525,15.183,5780,FALSE
11197853,0.6984615,0.0000006,54999.77488,0.012035,0.48,81.7804,12.5222,13.586,4981,FALSE
11076176,0.6999861,0.0000006,54964.83777,0.018781,0.58,79.4211,17.1056,15.667,5034,FALSE
7433513,0.701119,0.0000006,54965.25612,0.065439,0.7,74.2195,14.5951,15.45,5466,FALSE
9149789,0.7050231,0.0000006,54964.66868,0.010982,0.54,77.017,14.4328,14.867,5311,FALSE
12108333,0.7054482,0.0000006,54954.10658,0.019851,0.62,81.9479,16.4362,13.228,5710,FALSE
8094140,0.7064291,0.0000006,54965.14598,0.010874,0.5,75.8091,13.3508,15.159,4200,FALSE
10259530,0.7072062,0.0000006,54964.58844,0.042426,0.86,77.4368,18.2648,12.121,7736,FALSE
5123176,0.7078436,0.0000006,54953.90342,0.041312,0.82,74.8919,6.962,11.461,6750,TRUE
9475663,0.7080268,0.0000006,54953.84244,0.043309,0.8,79.4481,10.9352,12.494,7790,FALSE
11017077,0.7085639,0.0000006,54965.10095,0.037788,0.68,78.5987,18.8143,13.448,-1,FALSE
8231231,0.7116099,0.0000006,54954.08969,0.040066,0.88,76.08,13.0906,12.303,6621,FALSE
9551200,0.7119216,0.0000006,54964.90526,0.011107,0.56,80.9581,8.3869,15.216,5059,FALSE
9767437,0.712722,0.0000006,54953.75059,0.009932,0.67,78.1763,14.4552,12.842,4770,FALSE
2988984,0.7130196,0.0000033,54999.99156,0.041446,0.82,70.7023,10.3265,15.316,7160,FALSE
6469946,0.7158021,0.0000007,55003.34296,0.011569,0.52,76.7687,6.9407,15.579,5097,FALSE
9752973,0.7167094,0.0000006,55000.1706,0.006904,0.43,75.9582,19.7545,10.047,5865,TRUE
5357682,0.7177063,0.0000118,55000.234,0.04401,0.83,72.5591,12.0615,14.625,6435,FALSE
8155368,0.7186437,0.0000006,54964.89203,0.015663,0.57,75.0329,15.1825,15.121,5525,FALSE
9453192,0.7188371,0.0000006,54964.88902,0.043582,0.83,76.4524,17.1202,14.022,6729,FALSE
11303526,0.7200905,0.0000006,54954.13834,0.044289,0.86,81.8185,12.8333,13.002,6471,FALSE
7839027,0.7206929,0.0000007,54964.8193,0.043588,0.88,77.5564,8.9873,13.842,7500,FALSE
9944201,0.721523,0.0000007,54964.70778,0.010826,0.5,77.8592,15.822,15.069,4737,FALSE
12352712,0.722065,0.000002,54999.93536,0.044343,0.9,82.1398,17.1675,16.8,6667,FALSE
9350889,0.725948,0.0000007,54954.24165,0.042687,0.89,78.9646,11.2902,13.572,6725,FALSE
6865626,0.7267678,0.0000007,54964.84215,0.030532,0.66,74.9542,11.315,13.83,5611,FALSE
3228824,0.7309423,0.0000008,54970.34562,0.028785,0.64,70.332,11.48,15.736,4606,FALSE
3228863,0.730944,0.0000007,54954.26235,0.028985,0.65,70.3487,11.4792,11.816,6561,FALSE
5703230,0.7314739,0.0000007,54954.35819,0.041734,0.93,73.136,11.6888,11.795,7748,FALSE
