KIC,period,period_err,bjd0,bjd0_err,morph,GLon,GLat,kmag,Teff,SC
4848423,3.0036527,0.00001,55000.58094,0.03438,0.48,73.6923,8.4213,11.825,6239,FALSE
3964545,3.0124754,0.0000059,54965.24601,0.020659,0.28,72.5637,8.7657,14.776,5750,FALSE
6312521,3.0155492,0.0000113,55002.10708,0.019444,0.32,76.6099,6.8689,17.357,5095,FALSE
6614926,3.0267648,0.0000052,54966.32725,0.032412,0.41,75.3256,10.0393,14.044,6038,FALSE
10014830,3.0305267,0.0000052,54967.12444,0.091901,0.61,79.3414,12.9562,14.827,4324,TRUE
9180282,3.0376007,0.0000052,54955.60683,0.228744,0.74,80.4075,8.0619,13.116,6204,FALSE
8654097,3.0415903,0.0000052,55003.4004,0.169844,0.94,79.9911,7.3488,11.252,6360,FALSE
9159301,3.0447704,0.0000052,54956.30281,0.063278,0.55,78.2142,12.0118,12.146,7959,FALSE
5024450,3.0518511,0.0000067,55188.47849,0.020404,0.33,73.9768,8.4842,15.063,5945,TRUE
5122112,3.05517,0.0000053,54967.43737,0.011622,0.15,74.7934,7.1187,14.741,6018,FALSE
11858979,3.059169,0.000271,54964.79667,0.012353,0.27,81.1992,16.8612,14.077,5990,FALSE
10960995,3.1170871,0.0000069,55185.8805,0.020049,0.3,78.1106,19.6506,14.498,4707,FALSE
4908495,3.1203153,0.0000055,54965.36805,0.020822,0.32,70.8657,14.3666,13.871,4731,FALSE
10904857,3.1208306,0.0000055,54997.43221,0.015806,0.2,77.9701,19.8522,14.804,5883,TRUE
7523733,3.1211588,0.0000054,55120.56319,0.213372,0.94,75.0085,12.9622,11.813,7525,FALSE
11147276,3.1330583,0.0000055,54967.10285,0.020566,0.31,81.8887,11.9833,13.984,5656,FALSE
3459199,3.1410343,0.0000054,54999.89075,0.02034,0.33,72.4535,7.766,10.055,4907,TRUE
8719897,3.1514245,0.0000055,54955.23744,0.04081,0.5,80.2408,6.9797,12.392,4905,TRUE
8940961,3.1666696,0.0000056,54966.96034,0.027274,0.36,75.9131,16.3216,14.932,5590,FALSE
5014753,3.1706264,0.0000056,54966.99906,0.018623,0.24,73.0179,10.1026,14.333,5754,TRUE
8016211,3.1748862,0.0003133,54966.75268,0.047066,0.53,74.538,15.8494,14.395,4933,FALSE
8016214,3.1749714,0.0000056,54966.72565,0.048694,0.53,74.5363,15.8468,14.364,5657,TRUE
5527172,3.1839666,0.0000067,54975.41464,0.026123,0.34,72.5395,12.4612,12.678,5640,FALSE
5113053,3.1850998,0.0000618,55001.32836,0.028403,0.41,74.029,8.4508,15.519,6288,FALSE
2437060,3.1871104,0.0000228,55000.89072,0.043079,0.47,69.9558,10.9214,16.988,4452,FALSE
8977179,3.1962424,0.0000057,54966.1095,0.12193,0.97,79.7268,8.6761,14.769,4807,FALSE
7765894,3.204542,0.0000056,54956.9799,0.16216,0.88,77.1271,9.6512,11.955,7233,FALSE
3449540,3.2120062,0.0000057,54965.49372,0.028963,0.4,71.6775,9.3649,14.194,6216,FALSE
10920086,3.213193,0.0000056,54965.14367,0.008132,0.37,80.245,14.3625,12.52,6478,FALSE
8953257,3.2217848,0.0000057,54965.91929,0.022012,0.3,77.4045,13.0109,14.601,6001,FALSE
10489521,3.2245044,0.000017,55000.31704,0.027572,0.38,81.6814,10.1947,16.169,6147,FALSE
9512958,3.2371513,0.0000057,55005.74291,0.207325,0.76,76.2923,17.9288,10.964,-1,FALSE
9834719,3.2433378,0.0000058,54966.05926,0.01151,0.2,79.2029,12.6992,13.9,5854,TRUE
11021252,3.2691918,0.0000058,54966.25539,0.018126,0.22,79.232,17.1903,14.966,6165,FALSE
10657664,3.2736988,0.0000058,54956.76987,0.026373,0.36,79.0042,16.2791,13.234,10564,TRUE
10991769,3.2813452,0.0000058,55002.67294,0.202793,0.98,82.3704,10.5071,11.126,8412,TRUE
1873513,3.2903828,0.0000529,55001.07464,0.014651,0.16,70.4518,9.0558,15.669,3109,FALSE
9784371,3.3012265,0.0000059,54957.47272,0.187266,0.95,80.2236,10.4299,11.88,7999,FALSE
3547091,3.3055782,0.0000062,55096.32212,0.015722,0.22,71.402,9.9794,15.537,5360,TRUE
2438490,3.3157673,0.0000436,55001.01445,0.149523,0.34,69.9863,10.8248,17.772,5317,FALSE
9664215,3.3194959,0.000006,54964.92503,0.021571,0.27,80.1702,10.141,15.101,5543,FALSE
7605600,3.3261926,0.0000064,55006.24249,0.014283,0.19,75.3453,12.6629,14.888,3671,FALSE
9719636,3.35157,0.0000442,55000.7919,0.022314,0.26,79.6619,11.3081,17.279,5724,FALSE
9278021,3.3594715,0.000006,54956.87316,0.01435,0.19,77.5146,14.0443,12.983,6331,TRUE
4761060,3.3613913,0.000006,55002.02178,-1,-1,73.7718,8.1761,12.301,6512,TRUE
6153672,3.3644248,0.0000061,55153.07229,0.00957,0.11,76.5764,6.4367,15.337,5600,FALSE
10728219,3.3718077,0.0000063,54971.24377,0.02223,0.26,79.6475,14.9722,15.909,5456,FALSE
11303811,3.3794695,0.0000078,55002.29842,0.207859,0.85,81.8685,12.7729,15.77,4799,FALSE
2445975,3.3888824,0.0000062,54967.98111,0.018139,0.14,70.6086,9.6242,13.513,-1,FALSE
7830460,3.3977502,0.0000061,54957.41815,0.177661,0.94,76.7254,10.6207,12.08,7269,FALSE
11240948,3.4019372,0.0000061,55001.25215,-1,-1,80.3068,15.6543,12.471,6822,TRUE
10091257,3.4038482,0.0000061,54956.44498,0.019132,0.31,80.8533,10.3945,12.533,5630,TRUE
11515292,3.4194671,0.0000062,54998.59854,0.928613,0.94,82.4179,12.6721,10.941,6835,TRUE
6525196,3.4206042,0.0000062,54954.35214,0.024179,0.36,74.6134,11.0274,10.154,5966,TRUE
6620003,3.4285506,0.0000063,54966.31524,0.01401,0.2,75.7814,9.1934,15.686,3955,FALSE
4365461,3.42883,0.0000063,54964.86536,0.032011,0.43,71.9854,10.6051,13.309,6076,FALSE
10162999,3.4292146,0.0000062,55003.02016,-1,-1,81.395,9.6279,12.839,6068,FALSE
8879915,3.442627,0.0000063,54965.53125,0.023334,0.32,76.6849,14.3759,15.187,5698,FALSE
12022517,3.4427135,0.0000065,55003.26411,0.021378,0.28,83.5794,12.6762,15.715,5578,FALSE
4740676,3.4542411,0.0000063,54954.34785,0.032488,0.37,71.7445,11.9697,13.198,6336,FALSE
11347875,3.4550909,0.0000063,54965.55277,0.310258,0.86,80.686,15.556,13.809,4426,FALSE
5288543,3.4570755,0.0000063,54964.80542,0.032237,0.41,74.2351,8.4727,13.585,-1,TRUE
8912911,3.4635603,0.0000063,55004.18017,0.850802,0.86,80.1072,7.7779,13.148,7542,FALSE
5376836,3.4794252,0.0000064,54966.31719,0.026134,0.3,74.4715,8.4468,14.041,5672,TRUE
8581658,3.4816575,0.0000063,54956.73778,0.029054,0.36,79.1273,8.4934,13.396,5970,FALSE
4935914,3.4863333,0.0000698,54999.24286,0.017608,0.23,73.7224,8.5817,17.914,-1,FALSE
3352751,3.4954552,0.0000064,54954.59712,0.042074,0.5,71.9465,8.5013,13.444,7909,FALSE
6891512,3.5051258,0.0000064,54955.20628,0.036054,0.45,77.2103,7.291,11.388,5591,TRUE
5458880,3.5116889,0.0000065,54976.05989,0.20359,0.82,74.171,9.0542,7.824,9671,TRUE
11922782,3.5129339,0.0000064,54956.24716,0.029367,0.37,83.2373,12.7676,10.46,5581,TRUE
11975363,3.5184191,0.0000065,54967.41197,0.027108,0.39,83.7128,12.0537,15.409,5482,FALSE
8243263,3.5185527,0.0000065,54966.83355,0.020618,0.31,77.4495,10.4024,12.984,6415,FALSE
8458207,3.5301622,0.0000065,54967.77492,0.030907,0.36,79.4488,7.5157,13.924,5937,FALSE
12405950,3.53963,0.0000075,55096.76777,0.057254,0.28,82.6549,16.4015,12.305,6808,FALSE
7593110,3.5493836,0.0000084,54999.193,0.015827,0.17,73.8794,15.7953,15.895,5524,FALSE
9602595,3.5565084,0.0000065,54955.85345,0.073731,0.55,79.9946,10.2163,11.882,7897,FALSE
1573836,3.5570929,0.0000066,55000.03456,-1,-1,69.8769,9.7288,13.124,6283,FALSE
7295570,3.60377,0.0003133,54964.64648,0.019202,0.22,76.4256,9.5071,14.492,5423,FALSE
5369827,3.606928,0.0000067,54967.77842,0.009844,0.2,73.8335,9.6063,13.461,5367,FALSE
8153568,3.6071431,0.0002477,54999.28979,0.079468,0.56,74.7289,15.7614,15.076,6803,FALSE
5218441,3.6137546,0.0000068,54968.28476,0.043487,0.46,75.5543,6.0789,14.915,5720,FALSE
2695740,3.6158751,0.0000067,54956.4182,0.208455,0.85,68.926,13.4738,13.24,4881,FALSE
8378656,3.6294401,0.0000068,54967.70048,0.041135,0.43,78.0157,9.8295,12.789,6028,FALSE
5000179,3.6329355,0.0000068,55124.7049,0.230112,0.97,71.5495,13.2384,13.758,9807,FALSE
5198315,3.6423953,-1,55000.60801,0.241944,0.79,-1,-1,-1,-1,FALSE
5023948,3.6492928,0.0000125,55002.37705,0.026476,0.35,73.921,8.5235,15.048,6174,FALSE
8784288,3.655118,0.0000069,54965.26472,0.027385,0.34,80.404,7.0841,13.661,5712,FALSE
8939650,3.6553208,0.0000069,54965.82066,0.02518,0.37,75.7351,16.7568,14.268,6142,FALSE
6387450,3.6613261,0.0000069,54968.26912,0.018156,0.2,76.4241,7.4445,14.349,5205,FALSE
3656322,3.6636688,0.0000168,54956.35792,0.045261,0.59,72.2832,8.6004,13.061,5075,FALSE
6182019,3.6649654,0.0000074,55003.80101,0.026444,0.29,71.1858,17.74,15.643,5504,FALSE
8196180,3.6716611,0.0000068,54954.07516,0.027104,0.31,79.3405,6.995,12.814,7114,TRUE
10395543,3.6874702,0.000007,55000.19219,0.008764,0.09,78.3545,16.6092,14.418,3946,TRUE
3115480,3.6937025,0.000007,54968.19428,0.02159,0.28,70.7346,10.4255,14.469,5961,FALSE
5022440,3.6939503,0.000007,54966.60847,0.01479,0.19,73.8076,8.757,15.286,5719,FALSE
9753154,3.7042675,0.0000069,54998.5537,0.017831,0.39,75.9769,19.6831,12.402,6514,TRUE
10294608,3.7089843,0.0000069,54956.21828,0.029287,0.37,81.5534,9.826,13.344,5603,FALSE
4276114,3.7224071,0.0000073,55003.79077,0.016391,0.17,73.0204,8.3789,15.691,5524,FALSE
6205460,3.722832,0.000007,54956.45522,0.098339,0.58,74.0318,11.3579,12.746,5242,TRUE
6200709,3.72353,0.0000211,55001.46454,0.025672,0.28,73.4792,12.3963,16.72,5794,FALSE
10863286,3.7238667,0.000007,54955.43462,-1,-1,80.3896,13.7987,12.966,7071,FALSE
5294739,3.7359952,0.0000071,54968.05321,0.101796,0.59,74.7945,7.611,13.93,5068,TRUE
11913071,3.7478351,0.000007,54955.9435,0.033275,0.37,81.8508,15.6304,9.532,8329,TRUE
11913012,3.7478484,0.0000071,54967.17798,0.04316,0.35,81.8439,15.6546,14.763,5883,FALSE
4758368,3.7499354,0.000007,54958.20676,0.065651,0.57,73.5373,8.5836,10.805,4594,TRUE
11774013,3.7562477,0.0000074,55000.57263,-1,-1,83.2223,12.1138,13.86,-1,FALSE
6367628,3.7796922,0.0000071,54957.3521,0.103727,0.59,74.518,10.7569,13.035,5185,FALSE
9005854,3.7804542,0.0000072,54968.45821,0.024533,0.27,75.5406,17.5102,15.569,5190,FALSE
5802470,3.7918726,0.0000072,54967.13371,0.021845,0.26,74.6866,9.0057,13.764,5418,FALSE
9291368,3.7964709,0.0002586,55002.31922,0.067468,0.53,79.1577,10.8115,14.005,7889,FALSE
6628237,3.8401292,0.0000074,54968.1391,0.018679,0.18,76.4499,7.9911,14.479,5679,FALSE
7212066,3.8404858,0.0000093,55186.3553,0.018336,0.21,76.2551,9.7886,15.26,5504,FALSE
4067110,3.8405992,0.0000073,55000,0.000248,0.16,72.5791,8.8186,12.855,6499,FALSE
9411943,3.8440226,0.0000074,54967.08783,0.01934,0.22,78.994,11.4229,14.738,5656,FALSE
3544694,3.8457,0.0000221,5500.426884,0.023668,0.29,71.1841,10.4243,15.925,6172,FALSE
3861595,3.8493669,0.0000073,54959.72811,0.02042,0.2,72.5166,8.5502,11.432,6054,TRUE
6863840,3.8527339,0.0000074,54964.74587,0.023521,0.31,74.7665,11.6515,15.138,5024,FALSE
9166862,3.8555993,0.0000074,55003.67973,0.026283,0.27,79.1517,10.3589,15.272,5714,FALSE
4815612,3.8568,0.0001293,54999.31501,0.024885,0.33,70.1313,15.8439,15.175,6387,FALSE
9028024,3.8578626,0.0000074,54968.54043,0.204568,0.86,78.1866,11.7492,14.426,5494,FALSE
10155080,3.8609029,0.0000074,54957.04814,0.024597,0.29,80.6584,10.9192,13.017,5830,TRUE
4474637,3.8867254,0.0000162,55002.9943,0.087724,0.58,73.0603,8.8508,16.81,-1,FALSE
4174507,3.891825,0.0000075,54966.03964,0.018876,0.24,73.1705,7.9143,15.439,5723,FALSE
5285607,3.8994011,0.0000074,54959.57601,0.02738,0.36,74.0184,8.9815,11.419,6235,TRUE
3231120,3.90009,0.0000224,55001.47812,0.024579,0.25,70.5563,11.0816,16.597,5555,FALSE
5370302,3.9043269,0.0000076,54967.35073,0.02858,0.3,73.8407,9.5043,15.016,5606,TRUE
7940533,3.9055972,0.0000075,54954.62219,0.048829,0.44,73.4106,18.2379,12.862,5326,TRUE
9392702,3.9093145,0.000016,54964.89391,0.033764,0.37,76.3252,17.0243,14.618,6170,FALSE
3241344,3.9126783,0.0000076,54966.42817,0.023524,0.24,71.4596,9.1831,14.756,5422,FALSE
7377033,3.9136205,0.0000076,54968.47129,0.014339,0.17,76.6148,9.4602,15.533,5081,FALSE
2969628,3.9464793,0.0000076,54999.88675,0.219425,0.99,-1,-1,-1,-1,FALSE
11867071,3.96385,0.0003896,54999.71714,0.020036,0.21,82.3988,14.1669,14.281,6403,FALSE
3973002,3.9841974,0.0000078,54967.88243,0.025225,0.34,73.182,7.4524,14.985,5740,FALSE
10346522,3.989142,0.0000078,54965.57115,0.110493,0.59,80.2333,12.3967,14.404,5286,FALSE
6545018,3.9914603,0.0000078,54965.83564,0.038328,0.42,76.4678,7.7081,13.748,5594,FALSE
7041856,4.0006688,0.0000077,54999.45028,-1,-1,75.7377,10.3343,11.978,6672,FALSE
8504570,4.0077046,0.0000078,54955.77716,0.034006,0.35,77.8086,10.5796,13.251,6874,TRUE
3427776,4.0166817,0.0000079,54967.23997,0.014678,0.17,69.3937,13.9143,15.371,5292,FALSE
8242681,4.020629,0.0000079,54966.63757,0.029408,0.3,77.4567,10.557,15.472,5961,FALSE
8234477,4.0286719,0.0000079,54966.95687,0.056355,0.5,76.4998,12.3409,13.775,6071,FALSE
3097352,4.02984,0.0000236,54999.65492,0.029231,0.3,68.884,14.3531,16.936,5760,FALSE
7695093,4.032768,0.0000079,54966.30036,0.026815,0.27,76.9264,9.6488,13.861,5706,FALSE
9835416,4.0366052,0.0000078,54957.4465,-1,-1,79.2253,12.5031,13.338,6994,TRUE
5021174,4.045054,0.0000294,55001.63695,0.020111,0.21,73.6901,8.9675,17.705,-1,FALSE
4247791,4.0497388,0.0000079,54954.79604,0.040931,0.26,70.4143,13.7474,11.26,-1,TRUE
11403216,4.0532529,0.0000101,55186.61976,0.025929,0.27,81.1271,14.6303,15.537,5757,FALSE
10149845,4.0563649,0.0000079,55001.07061,0.236897,0.85,80.1765,11.9415,12.103,-1,FALSE
9881258,4.0570249,0.0000079,54955.69583,0.03083,0.37,77.4168,16.6582,13.281,5845,FALSE
4059656,4.0593977,0.0011813,54966.70959,0.21124,0.79,71.9616,10.1484,11.716,-1,FALSE
8621026,4.0594287,0.0000079,54954.00954,0.03383,0.35,76.516,13.7705,13.374,6375,FALSE
10480952,4.0749064,0.000008,54954.36416,0.032594,0.38,80.8488,11.7037,12.22,-1,TRUE
8230809,4.0783467,0.0000081,54973.31722,0.048737,0.43,76.0826,13.2099,14.936,5618,TRUE
4247791,4.1008708,0.000008,54956.03572,0.049958,0.49,70.4143,13.7474,11.26,-1,TRUE
2162994,4.1015955,0.0000081,54965.63165,0.036112,0.42,70.4545,9.5227,14.162,5410,FALSE
11147460,4.1077356,0.0000081,54965.94282,0.030707,0.37,81.967,11.9767,13.912,4855,FALSE
10935310,4.1287955,0.0000081,54957.32131,0.017497,0.15,82.1252,10.7735,13.1,5669,FALSE
5610698,4.1325281,0.0000082,54965.89133,0.059863,0.54,72.3922,13.1435,13.894,6247,FALSE
11029877,4.1388294,0.0000082,54967.71148,0.036492,0.38,80.5075,14.4067,13.681,6443,FALSE
10031409,4.1438796,0.0000082,54957.54837,0.027079,0.35,81.1591,9.6446,13.553,5905,FALSE
5080652,4.1443566,0.0000085,54968.16696,0.029051,0.31,70.6168,15.6241,15.08,5344,FALSE
11231334,4.1574813,0.0000082,54993.02033,0.040704,0.44,78.9518,19.0735,9.887,6278,TRUE
3543270,4.1769294,0.0000083,54966.19596,0.030949,0.33,71.0518,10.6987,15.22,5288,FALSE
5858519,4.1825,0.0001451,55000.47325,0.041163,0.39,71.4233,15.8772,14.74,5933,FALSE
8972908,4.2001251,0.0000083,55092.58974,0.250102,0.99,79.3746,9.2928,12.58,6207,FALSE
9446824,4.2023346,0.0000087,55004.10707,0.027991,0.28,75.4378,19.5927,15.653,5921,TRUE
10924853,4.2048088,0.0000084,54965.28628,0.011042,0.1,80.9515,13.0926,15.642,5745,FALSE
8095099,4.2064786,0.0000084,54965.86711,0.043221,0.45,75.8661,13.0958,14.169,5834,FALSE
7919653,4.2104773,0.0000084,54965.67465,0.032379,0.38,78.7102,7.2054,13.796,5679,FALSE
10091110,4.2185174,0.0000107,55185.86793,0.025442,0.25,80.8109,10.4054,15.232,5943,FALSE
6849046,4.225385,0.0000085,54966.33456,0.023916,0.22,73.2153,14.963,14.014,5491,TRUE
7838639,4.2263951,0.0000085,54965.33022,0.022194,0.27,77.5099,9.0482,13.774,5959,FALSE
3327980,4.2310217,0.0000085,54967.10663,0.042965,0.44,69.5321,13.3543,12.119,7321,FALSE
6939670,4.2388552,0.0000085,54968.20107,0.032029,0.33,73.8922,13.7719,14.858,5436,FALSE
8893936,4.2444806,0.0000085,54968.94117,0.124417,0.69,78.2135,11.1798,13.973,4697,FALSE
4037428,4.2647283,0.0000085,54955.40378,0.014985,0.14,69.592,15.1062,12.873,5780,TRUE
9520700,4.2736689,0.0000086,54966.61745,0.028737,0.31,77.4779,15.0279,14.902,5595,FALSE
9940565,4.2786538,0.0000086,54968.10595,0.072984,0.19,77.3402,17.2696,14.708,4593,FALSE
7287391,4.2860997,0.000011,55186.18153,0.016758,0.16,75.7407,10.9705,15.295,-1,FALSE
1161345,4.2874555,0.0000086,55005.02898,0.023798,0.24,69.4057,9.9008,11.631,5836,TRUE
5024292,4.3010324,0.000094,55466.36874,0.034588,0.37,73.9657,8.496,14.573,6147,FALSE
8098300,4.3059177,0.0000086,54956.73758,0.033795,0.36,76.228,12.3481,12.817,6275,TRUE
11046124,4.3074087,0.0000629,55002.51969,0.23798,0.95,82.5046,10.536,14.417,8809,FALSE
9532421,4.309126,0.0000283,55002.1798,0.014762,0.14,78.9949,11.9302,16.77,4720,FALSE
6629332,4.3105565,0.0000087,54968.73079,0.014116,0.18,76.5019,7.8188,13.997,5452,TRUE
3973504,4.3187277,0.0000091,55003.47817,0.017343,0.18,73.2658,7.416,15.69,5663,FALSE
4149684,4.3208494,0.0000091,55004.30436,0.026679,0.25,71.0343,12.0344,13.928,-1,FALSE
10534155,4.3270923,0.0000087,55001.02637,0.008963,0.18,79.6076,14.3356,13.404,5517,FALSE
3127817,4.3271394,0.0000087,54955.11773,0.046655,0.48,71.7458,8.4598,12.155,6504,TRUE
5343976,4.3313919,0.000009,54954.73257,0.024295,0.22,70.8563,15.6661,12.612,-1,FALSE
4275739,4.3436563,0.0000111,55088.17896,0.020534,0.27,73.0156,8.4477,15.58,5435,FALSE
7907688,4.3448368,0.0000088,55000.02098,-1,-1,77.6694,9.0209,14.754,6121,FALSE
8328376,4.3459671,0.0000087,55000.22104,-1,-1,79.4406,7.2681,11.936,6369,FALSE
5648449,4.3488637,0.0000087,54960.90694,0.020725,0.24,75.8688,6.5033,10.68,-1,TRUE
9002237,4.3500882,0.0000088,54967.79946,0.017254,0.15,75.0458,18.716,14.855,5772,FALSE
5181804,4.3505,0.0000262,55000.06899,0.016685,0.16,72.3354,12.0215,15.929,6363,FALSE
8957954,4.3598503,0.0000089,54967.30846,0.029195,0.36,77.9576,11.8914,13.96,5845,FALSE
10275074,4.3628836,0.0004415,54999.2504,0.028269,0.33,79.5037,13.7177,14.182,6354,FALSE
2441161,4.38398,0.0000285,55004.68452,0.019591,0.22,70.1489,10.3636,16.654,5112,FALSE
5768927,4.3905116,0.0000091,54956.76933,0.019232,0.16,70.8569,17.1547,13.209,5799,FALSE
7033748,4.3927102,0.0000089,54968.71307,0.057557,0.49,74.9013,11.8899,13.685,6202,FALSE
5608566,4.396997,0.000009,54965.45044,0.013001,0.12,72.1455,13.6656,14.491,5696,TRUE
10491031,4.3981385,0.0000089,54957.2663,0.037967,0.42,81.8124,9.9397,13.245,-1,FALSE
7767559,4.4093785,0.000009,55966.14546,0.027589,0.29,77.274,9.3375,15.403,5436,TRUE
9655187,4.4162465,0.0000089,54953.96595,0.28653,0.81,79.1149,12.0087,11.517,7856,TRUE
12268220,4.4215781,0.0000089,54954.12575,0.053826,0.54,83.995,12.8049,11.425,7826,TRUE
6521542,4.4257541,0.0000091,54965.68164,0.02793,0.31,74.2066,11.8179,14.28,5880,FALSE
4547480,4.4269474,0.0000091,54966.56309,0.011654,0.12,70.6849,13.8866,15.469,5335,FALSE
8301013,4.4280594,0.0000089,54957.31099,0.032964,0.38,76.6317,12.35,13.3,6479,FALSE
8868650,4.4473818,0.000009,54957.95091,0.140005,0.62,75.1263,17.8366,11.939,4991,TRUE
8868649,4.447441,0.0000091,55731.79304,0.625627,0.62,75.133,17.8398,14.016,5268,FALSE
5816806,4.4554359,0.0000197,55003.09619,0.031142,0.33,75.8908,6.9242,17.046,-1,FALSE
10614158,4.4622602,0.000471,54966.71403,0.130445,0.58,81.4201,11.1107,14.673,4636,FALSE
11252617,4.4781198,0.0000096,55006.17323,0.02176,0.19,81.9314,12.3398,15.534,6089,FALSE
4285087,4.4860312,0.0000092,54966.45012,0.026118,0.31,73.7087,7.1701,12.785,5950,FALSE
11197126,4.4948088,0.0000091,54954.29855,0.005575,0.25,81.71,12.7143,12.786,4911,FALSE
9786017,4.4980033,0.0000092,54956.64047,0.06406,0.55,80.3788,10.1377,12.502,5753,FALSE
4751083,4.53237,0.0000343,55000.40167,0.021343,0.22,72.8206,9.8166,16.028,6058,FALSE
4372379,4.5351711,0.0000094,54966.21603,-1,-1,72.658,9.357,13.81,6531,FALSE
5795648,4.5533695,0.0000093,54954.77307,0.021005,0.16,74.008,10.2404,11.471,6052,TRUE
10206340,4.5644014,0.0000093,54956.96265,0.136536,0.61,79.0656,14.2844,11.203,5213,TRUE
10208759,4.5750306,0.0000095,54967.64704,0.06015,0.51,79.3991,13.6786,13.99,6570,FALSE
6362386,4.5924016,0.0000094,54956.95422,0.035903,0.32,73.9652,11.9217,12.93,6983,TRUE
11673686,4.618769,0.0000095,54957.14828,0.047522,0.39,83.1623,11.7779,11.685,5949,TRUE
11200405,4.6396,0.0000288,55000.57658,0.14035,0.23,82.1013,11.9349,16.803,5818,FALSE
4936180,4.6409218,0.0000097,54964.94358,-1,-1,73.7972,8.568,15.27,6287,TRUE
7025851,4.681,0.0001696,55000.86848,0.026838,0.31,74.0731,13.5322,14.39,6054,FALSE
9071386,4.6933061,0.0000097,54955.78203,0.042372,0.36,75.0787,18.7443,12.291,6324,TRUE
4346875,4.6942191,0.0000099,54966.77952,0.028091,0.24,70.0084,14.9064,15.584,5339,FALSE
3862246,4.7024935,0.0000099,54969.30756,0.015524,0.13,72.5843,8.4441,14.916,5265,FALSE
9635529,4.70391,0.0000098,54957.8603,0.03585,0.39,76.4348,18.079,12.23,6347,TRUE
7199774,4.7081278,0.0000098,54955.94703,0.019049,0.16,75.0094,12.1324,13.279,5633,FALSE
9528420,4.7084691,0.0000099,54967.15261,0.046816,0.39,78.4781,12.9417,14.417,5982,FALSE
7943535,4.719339,0.0000098,54957.07521,0.018836,0.15,73.8453,17.2391,12.672,6516,TRUE
10287248,4.7222568,0.0000103,55733.75235,0.023637,0.2,80.8274,11.0109,13.987,-1,TRUE
4947726,4.7260862,0.00001,54965.92236,0.027235,0.22,74.7293,6.8911,15.181,5638,FALSE
11287726,4.7377142,0.00001,54965.32468,0.038302,0.35,79.5354,17.8938,14.176,5167,FALSE
5481426,4.7681028,0.00003,55002.1902,0.020663,0.22,76.0646,5.878,19.319,-1,FALSE
8554498,4.7803211,0.00001,54999.43766,0.015119,0.12,76.1756,14.1576,11.665,5766,TRUE
8700558,4.7918146,0.0000101,55006.49683,0.070772,0.17,78.3376,10.2837,12.174,6234,FALSE
7691527,4.8002308,0.0000102,54968.78233,0.021648,0.18,76.5944,10.3614,15.431,5354,FALSE
3869825,4.8006556,0.0000102,54972.13509,-1,-1,73.2309,7.3621,13.32,6476,FALSE
6227560,4.8035123,0.0000129,55187.6725,0.01371,0.13,76.0537,7.5205,15.927,4405,FALSE
4049124,4.8044707,0.0000102,54969.00388,0.022883,0.17,70.8964,12.132,14.654,5349,FALSE
5211470,4.8085954,0.0000101,55004.22734,0.028522,0.28,74.9806,6.9524,13.094,4525,FALSE
5738698,4.8087739,0.0000101,54956.5917,0.043652,0.41,76.2777,5.9396,11.941,6210,TRUE
9529733,4.809132,0.0005066,54967.0764,0.051804,0.46,78.6617,12.6061,14.038,6221,FALSE
10710755,4.8166114,0.0000102,54966.7629,0.02713,0.22,77.3988,20.3962,14.843,5564,FALSE
6956216,4.81883,0.0000306,54998.41057,0.044551,0.37,75.5974,10.382,14.55,-1,FALSE
7599004,4.8228925,0.0003682,54998.3692,0.017094,0.18,74.579,14.1159,14.777,6118,FALSE
10156064,4.8559364,0.0000102,54954.45814,0.033241,0.32,80.7636,10.7471,10.367,7424,TRUE
7733731,4.858095,0.0000102,54968.15209,0.054215,0.44,73.1446,18.0953,13.269,5870,FALSE
9970937,4.8770612,0.0000103,54999.02147,0.330019,0.88,81.109,9.4832,9.797,8308,TRUE
8302455,4.8839763,0.0000103,54957.80571,0.024656,0.29,76.7601,11.96,11.535,5797,TRUE
2438061,4.8858521,0.0000167,55004.09363,0.02513,0.3,69.9959,10.8725,-1,-1,TRUE
5649206,4.893474,0.0000312,54998.77482,0.029543,0.29,75.9459,6.4129,17.991,-1,FALSE
7362696,4.9313003,0.0000134,54967.82189,0.012344,0.12,75.2097,12.1049,15.535,5246,FALSE
5310435,4.9313644,0.0000104,54956.29094,0.0802,0.53,75.9855,5.6154,13.254,6215,FALSE
2449090,4.944,0.0000315,55001.81104,0.028135,0.24,70.7923,9.1258,16.237,-1,FALSE
11138155,4.9593282,0.0000107,54965.5826,0.016483,0.13,80.7177,14.3451,15.263,5887,TRUE
11233911,4.9598996,0.0000107,54969.12211,0.035079,0.33,79.2939,18.0864,14.742,5193,FALSE
9652632,4.9776238,0.0000106,54955.17551,0.036093,0.38,78.8,12.6429,11.576,-1,TRUE
9842890,4.9883757,0.0000152,55191.2125,0.092554,0.51,80.1041,10.8283,15.752,5583,FALSE
9842906,4.9886019,0.0000152,55191.22333,0.089593,0.49,80.1065,10.8267,15.447,6179,FALSE
11255761,4.9926771,0.0000108,54967.60877,0.020076,0.18,82.3363,11.7186,14.917,5526,FALSE
9873869,4.9947779,0.0000107,54954.18906,0.028048,0.22,76.2736,19.4904,13.038,5993,TRUE
5477805,5.0067095,0.0000108,55067.66028,0.019559,0.18,75.7458,6.2916,13.518,5921,FALSE
