,cpcb1_flag,tb_simonian_flag,binary_berger_flag,subgiant_berger_flag,koi_flag,norot_flag
5902749.0,-999.0,-999.0,0.0,0.0,-999.0,
5904275.0,-999.0,-999.0,0.0,0.0,-999.0,
5905229.0,-999.0,-999.0,0.0,0.0,-999.0,
5905323.0,-999.0,-999.0,1.0,0.0,-999.0,
5905382.0,-999.0,-999.0,0.0,0.0,-999.0,
5905536.0,-999.0,-999.0,0.0,0.0,-999.0,
5906694.0,1.0,-999.0,0.0,0.0,1.0,
5906714.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5936645.0,-999.0,-999.0,0.0,0.0,-999.0,
5937046.0,-999.0,-999.0,0.0,0.0,-999.0,
5937190.0,-999.0,-999.0,0.0,0.0,-999.0,
5937213.0,-999.0,-999.0,0.0,0.0,-999.0,
5937264.0,-999.0,-999.0,0.0,0.0,-999.0,
5937488.0,-999.0,-999.0,0.0,0.0,-999.0,
5937679.0,-999.0,-999.0,0.0,0.0,-999.0,
5938347.0,-999.0,-999.0,0.0,0.0,-999.0,
5938531.0,-999.0,-999.0,0.0,0.0,-999.0,
5938905.0,-999.0,-999.0,0.0,0.0,-999.0,
5938970.0,-999.0,-999.0,0.0,0.0,0.0,
5939072.0,-999.0,-999.0,0.0,0.0,-999.0,
5939166.0,-999.0,-999.0,0.0,0.0,-999.0,
5939498.0,-999.0,-999.0,0.0,0.0,-999.0,
5939661.0,-999.0,-999.0,0.0,0.0,-999.0,
5940100.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5940165.0,-999.0,-999.0,0.0,0.0,0.0,
5941047.0,-999.0,-999.0,0.0,0.0,-999.0,
5941130.0,-999.0,-999.0,0.0,0.0,-999.0,
5941214.0,-999.0,-999.0,0.0,0.0,-999.0,
5941354.0,-999.0,-999.0,0.0,0.0,-999.0,
5941726.0,-999.0,-999.0,0.0,0.0,-999.0,
5941911.0,-999.0,-999.0,1.0,0.0,-999.0,
5942138.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5942172.0,-999.0,-999.0,1.0,0.0,-999.0,
5942773.0,-999.0,-999.0,0.0,0.0,-999.0,
5942808.0,-999.0,-999.0,0.0,0.0,1.0,
5942891.0,-999.0,-999.0,0.0,0.0,-999.0,
5942949.0,-999.0,-999.0,0.0,0.0,1.0,
5942985.0,-999.0,-1.219,-999.0,-999.0,-999.0,
5943072.0,-999.0,-999.0,0.0,0.0,-999.0,
5943174.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5943305.0,-999.0,-999.0,0.0,0.0,-999.0,
5943359.0,-999.0,-999.0,0.0,0.0,-999.0,
5943385.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5943513.0,-999.0,-999.0,1.0,0.0,-999.0,
5943889.0,1.0,-999.0,-999.0,-999.0,-999.0,
5944731.0,-999.0,-999.0,1.0,0.0,-999.0,
5944764.0,-999.0,-999.0,0.0,0.0,-999.0,
5946806.0,-999.0,-999.0,0.0,0.0,-999.0,
5949511.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5949548.0,-999.0,-999.0,0.0,0.0,-999.0,
5949718.0,-999.0,-999.0,0.0,0.0,-999.0,
5950024.0,-999.0,-999.0,0.0,0.0,-999.0,
5950226.0,-999.0,-999.0,0.0,0.0,-999.0,
5950287.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5950320.0,-999.0,-999.0,0.0,0.0,-999.0,
5950459.0,-999.0,-999.0,0.0,0.0,-999.0,
5950533.0,-999.0,-999.0,0.0,0.0,-999.0,
5950605.0,-999.0,-999.0,0.0,0.0,-999.0,
5950611.0,-999.0,-999.0,0.0,0.0,-999.0,
5950617.0,-999.0,-999.0,0.0,0.0,-999.0,
5950695.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5950779.0,-999.0,-999.0,0.0,0.0,-999.0,
5950936.0,-999.0,-999.0,0.0,0.0,-999.0,
5950982.0,-999.0,-999.0,0.0,0.0,-999.0,
5952338.0,-999.0,-999.0,0.0,0.0,-999.0,
5952385.0,-999.0,-999.0,0.0,0.0,-999.0,
5952457.0,-999.0,-999.0,-999.0,-999.0,-1.0,
5952853.0,-999.0,-999.0,0.0,0.0,-999.0,
5953007.0,-999.0,-999.0,0.0,0.0,-999.0,
5953138.0,-999.0,-999.0,0.0,0.0,-999.0,
5953179.0,-999.0,-999.0,0.0,0.0,-999.0,
5953297.0,-999.0,-999.0,-999.0,-999.0,1.0,
5953849.0,-999.0,-999.0,0.0,0.0,-999.0,
5953934.0,-999.0,-999.0,1.0,0.0,-999.0,
5954222.0,-999.0,-999.0,0.0,0.0,-999.0,
5954552.0,-999.0,-999.0,0.0,0.0,-999.0,
5955427.0,-999.0,-999.0,0.0,0.0,-1.0,
5955641.0,-999.0,-999.0,1.0,0.0,-999.0,
5955695.0,-999.0,-999.0,0.0,0.0,-999.0,
5955846.0,-999.0,-999.0,0.0,0.0,-999.0,
5956051.0,1.0,-999.0,1.0,0.0,-999.0,
5956142.0,-999.0,-999.0,0.0,0.0,-999.0,
5956587.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5956680.0,-999.0,-999.0,0.0,0.0,-999.0,
5956957.0,-999.0,-999.0,0.0,0.0,-999.0,
5957181.0,-999.0,-999.0,-999.0,-999.0,-1.0,
5959491.0,-999.0,-999.0,0.0,0.0,-999.0,
5960066.0,-999.0,-999.0,1.0,0.0,-999.0,
5960966.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5961146.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5961286.0,-999.0,-999.0,0.0,0.0,-999.0,
5961302.0,-999.0,-999.0,0.0,0.0,-999.0,
5962022.0,-999.0,-999.0,1.0,0.0,-999.0,
5962129.0,-999.0,-999.0,0.0,0.0,-999.0,
5962144.0,-999.0,-999.0,0.0,0.0,-999.0,
5962157.0,-999.0,-999.0,0.0,0.0,-999.0,
5962532.0,-999.0,-0.17,0.0,0.0,-999.0,
5962587.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5962956.0,1.0,-999.0,0.0,0.0,-999.0,
5963742.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5963753.0,-999.0,-999.0,0.0,0.0,-999.0,
5964539.0,-999.0,-999.0,1.0,0.0,-999.0,
5964598.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5964734.0,-999.0,-999.0,0.0,0.0,-999.0,
5965012.0,-999.0,-999.0,0.0,0.0,-999.0,
5965052.0,-999.0,-999.0,1.0,0.0,-999.0,
5965468.0,-999.0,-999.0,0.0,0.0,-999.0,
5965747.0,-999.0,-999.0,0.0,0.0,-999.0,
5966302.0,-999.0,-999.0,0.0,0.0,-999.0,
5966432.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5966921.0,-999.0,-999.0,0.0,0.0,-999.0,
5967315.0,-999.0,-999.0,0.0,0.0,-999.0,
5972315.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5975314.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5976467.0,-999.0,-999.0,0.0,0.0,-999.0,
5976621.0,-999.0,-999.0,0.0,0.0,-999.0,
5977477.0,-999.0,-999.0,0.0,0.0,-999.0,
5977527.0,-999.0,-999.0,0.0,0.0,-999.0,
5977859.0,-999.0,-999.0,0.0,0.0,-999.0,
5977899.0,-999.0,-999.0,0.0,0.0,-999.0,
5977935.0,-999.0,-999.0,0.0,0.0,-999.0,
5978170.0,-999.0,-999.0,-999.0,-999.0,1.0,
5978390.0,-999.0,-999.0,0.0,0.0,-999.0,
5978947.0,-999.0,-999.0,0.0,0.0,-999.0,
5979488.0,-999.0,-999.0,0.0,0.0,-999.0,
5979710.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5979871.0,-999.0,-999.0,1.0,0.0,-999.0,
5980128.0,-999.0,-999.0,1.0,0.0,-999.0,
5980165.0,-999.0,-999.0,0.0,0.0,-999.0,
5980208.0,-999.0,-999.0,0.0,0.0,0.0,
5980248.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5980410.0,-999.0,-999.0,1.0,0.0,-999.0,
5980882.0,-999.0,-999.0,0.0,0.0,-999.0,
5980953.0,-999.0,-999.0,1.0,0.0,-999.0,
5981515.0,-999.0,-999.0,1.0,0.0,-999.0,
5982132.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5983143.0,-999.0,-999.0,0.0,0.0,-999.0,
5983214.0,-999.0,-999.0,0.0,0.0,-999.0,
5983447.0,-999.0,-999.0,0.0,0.0,-999.0,
5984358.0,-999.0,-999.0,0.0,0.0,-999.0,
5985533.0,-999.0,-999.0,0.0,0.0,-999.0,
5985654.0,-999.0,-999.0,1.0,0.0,-999.0,
5986246.0,-999.0,-999.0,0.0,0.0,-999.0,
5987444.0,-999.0,-999.0,0.0,0.0,-999.0,
5987983.0,-999.0,-999.0,0.0,0.0,-999.0,
5988330.0,-999.0,-999.0,-999.0,-999.0,-999.0,
5988823.0,-999.0,-999.0,0.0,0.0,-999.0,
5989187.0,-999.0,-999.0,0.0,0.0,-999.0,
5989401.0,-999.0,-999.0,0.0,0.0,-999.0,
5989570.0,-999.0,-999.0,0.0,0.0,-999.0,
5990487.0,-999.0,-999.0,0.0,0.0,-999.0,
5990853.0,-999.0,-999.0,0.0,0.0,-999.0,
5990918.0,-999.0,-999.0,0.0,0.0,-999.0,
5991378.0,-999.0,-999.0,0.0,0.0,-999.0,
6019406.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6019796.0,-999.0,-999.0,1.0,0.0,-999.0,
6019923.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6019999.0,-999.0,-999.0,0.0,0.0,-999.0,
6020256.0,-999.0,-999.0,0.0,0.0,-999.0,
6020636.0,-999.0,-999.0,0.0,0.0,-999.0,
6020691.0,-999.0,-999.0,0.0,0.0,-999.0,
6020848.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6020953.0,-999.0,-999.0,0.0,0.0,-999.0,
6021204.0,-999.0,-999.0,0.0,0.0,-999.0,
6021431.0,-999.0,-999.0,0.0,0.0,-999.0,
6021510.0,-999.0,-999.0,0.0,0.0,-999.0,
6021570.0,-999.0,-999.0,0.0,0.0,-999.0,
6021786.0,1.0,-999.0,-999.0,-999.0,-999.0,
6022651.0,-999.0,-999.0,0.0,0.0,-999.0,
6023332.0,-999.0,-999.0,0.0,0.0,-999.0,
6023369.0,-999.0,-999.0,0.0,0.0,-999.0,
6023441.0,-999.0,-999.0,0.0,0.0,-999.0,
6023713.0,-999.0,-999.0,1.0,0.0,-999.0,
6024238.0,-999.0,-999.0,0.0,0.0,-999.0,
6024250.0,-999.0,-999.0,0.0,0.0,-999.0,
6024496.0,-999.0,-999.0,1.0,0.0,-999.0,
6024737.0,-999.0,-999.0,1.0,0.0,-999.0,
6025130.0,-999.0,-999.0,0.0,0.0,-999.0,
6025177.0,-999.0,-999.0,0.0,0.0,-999.0,
6025335.0,-999.0,-999.0,0.0,0.0,-999.0,
6025961.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6026154.0,-999.0,-999.0,0.0,0.0,-999.0,
6026438.0,-999.0,-999.0,0.0,0.0,0.0,
6026443.0,-999.0,-999.0,0.0,0.0,-999.0,
6026814.0,-999.0,-999.0,0.0,0.0,-999.0,
6026859.0,-999.0,-999.0,0.0,0.0,-999.0,
6026869.0,-999.0,-999.0,1.0,0.0,-999.0,
6026981.0,-999.0,-999.0,0.0,0.0,-999.0,
6029297.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6032373.0,-999.0,-999.0,0.0,0.0,-999.0,
6032448.0,1.0,-999.0,1.0,0.0,-999.0,
6032557.0,-999.0,-999.0,0.0,0.0,-999.0,
6032666.0,-999.0,-999.0,0.0,0.0,-999.0,
6032882.0,-999.0,-999.0,0.0,0.0,-999.0,
6032907.0,-999.0,-999.0,0.0,0.0,-999.0,
6032946.0,-999.0,-999.0,0.0,0.0,-999.0,
6033699.0,-999.0,-999.0,0.0,0.0,-999.0,
6033801.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6034341.0,-999.0,-999.0,0.0,0.0,-999.0,
6034587.0,-999.0,-999.0,0.0,0.0,-999.0,
6034767.0,-999.0,-999.0,0.0,0.0,-999.0,
6035145.0,-999.0,-999.0,0.0,0.0,-999.0,
6035464.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6035535.0,1.0,-999.0,0.0,0.0,-999.0,
6035837.0,-999.0,-999.0,0.0,0.0,-999.0,
6035844.0,-999.0,-999.0,0.0,0.0,-999.0,
6036286.0,-999.0,-999.0,0.0,0.0,1.0,
6036812.0,-999.0,-999.0,1.0,0.0,-999.0,
6037009.0,-999.0,-999.0,0.0,0.0,-999.0,
6037132.0,-999.0,-999.0,0.0,0.0,-999.0,
6038049.0,-999.0,-999.0,0.0,0.0,-999.0,
6038153.0,-999.0,-999.0,0.0,0.0,-999.0,
6038432.0,-999.0,-999.0,1.0,0.0,-999.0,
6038486.0,-999.0,-999.0,0.0,0.0,-999.0,
6038568.0,-999.0,-999.0,0.0,0.0,-999.0,
6038761.0,-999.0,-999.0,0.0,0.0,-999.0,
6038860.0,-999.0,-999.0,1.0,0.0,-999.0,
6038870.0,-999.0,-999.0,0.0,0.0,-999.0,
6038882.0,-999.0,-999.0,0.0,0.0,-999.0,
6041411.0,-999.0,-999.0,0.0,0.0,-999.0,
6041761.0,-999.0,-999.0,0.0,0.0,-999.0,
6042542.0,-999.0,-999.0,0.0,0.0,-999.0,
6043159.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6043445.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6043749.0,-999.0,-999.0,0.0,0.0,-999.0,
6044049.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6044117.0,-999.0,-999.0,0.0,0.0,-999.0,
6044768.0,-999.0,-999.0,0.0,0.0,-999.0,
6045006.0,-999.0,-999.0,0.0,0.0,-999.0,
6045384.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6045400.0,-999.0,-999.0,0.0,0.0,-999.0,
6045511.0,1.0,-999.0,1.0,0.0,-999.0,
6047186.0,-999.0,-999.0,0.0,0.0,-999.0,
6047221.0,-999.0,-999.0,0.0,0.0,-999.0,
6047628.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6047644.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6047929.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6047951.0,-999.0,-999.0,1.0,0.0,-999.0,
6048073.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6048655.0,-999.0,-999.0,0.0,0.0,-999.0,
6049470.0,-999.0,-999.0,-999.0,-999.0,-1.0,
6049552.0,-999.0,-999.0,0.0,0.0,-999.0,
6050062.0,-999.0,-999.0,0.0,0.0,-999.0,
6050088.0,-999.0,-999.0,0.0,0.0,-999.0,
6050154.0,-999.0,-999.0,0.0,0.0,-999.0,
6050594.0,-999.0,-999.0,1.0,0.0,-999.0,
6057020.0,-999.0,-999.0,0.0,0.0,-999.0,
6057250.0,-999.0,-999.0,0.0,0.0,-999.0,
6057776.0,-999.0,-999.0,1.0,0.0,-999.0,
6057893.0,-999.0,-999.0,0.0,0.0,-999.0,
6058482.0,-999.0,-999.0,0.0,0.0,-999.0,
6058858.0,-999.0,-999.0,0.0,0.0,-999.0,
6060042.0,-999.0,-999.0,0.0,0.0,-999.0,
6060473.0,-999.0,-999.0,1.0,0.0,-999.0,
6061042.0,-999.0,-999.0,0.0,0.0,-999.0,
6061178.0,-999.0,-999.0,0.0,0.0,-999.0,
6061592.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6062306.0,-999.0,-999.0,0.0,0.0,-999.0,
6062401.0,-999.0,-999.0,0.0,0.0,-999.0,
6063220.0,-999.0,-999.0,0.0,0.0,0.0,
6063228.0,-999.0,-999.0,0.0,0.0,-999.0,
6063925.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6065523.0,-999.0,-999.0,0.0,0.0,-999.0,
6065960.0,-999.0,-999.0,0.0,0.0,-999.0,
6066599.0,-999.0,-999.0,0.0,0.0,-999.0,
6067282.0,-999.0,-999.0,0.0,0.0,-999.0,
6067911.0,-999.0,-999.0,1.0,0.0,-999.0,
6068383.0,-999.0,-999.0,0.0,0.0,-999.0,
6068775.0,-999.0,-999.0,0.0,0.0,-999.0,
6070653.0,-999.0,-999.0,1.0,0.0,-999.0,
6071394.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6071856.0,-999.0,-999.0,0.0,0.0,-999.0,
6072164.0,-999.0,-999.0,0.0,0.0,-999.0,
6072268.0,-999.0,-999.0,0.0,0.0,-999.0,
6099502.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6099637.0,-999.0,-999.0,0.0,0.0,-999.0,
6099785.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6100291.0,-999.0,-999.0,0.0,0.0,-999.0,
6100469.0,-999.0,-999.0,1.0,0.0,-999.0,
6101315.0,-999.0,-999.0,0.0,0.0,-999.0,
6101530.0,-999.0,-999.0,1.0,0.0,-999.0,
6101722.0,-999.0,-999.0,1.0,0.0,-999.0,
6102091.0,-999.0,-999.0,0.0,0.0,-999.0,
6102338.0,-999.0,-999.0,1.0,0.0,-999.0,
6102556.0,-999.0,-999.0,0.0,0.0,-999.0,
6102697.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6103125.0,-999.0,-999.0,0.0,0.0,-999.0,
6103862.0,-999.0,-999.0,0.0,0.0,-999.0,
6103993.0,-999.0,-999.0,0.0,0.0,-999.0,
6104198.0,-999.0,-999.0,0.0,0.0,-999.0,
6104207.0,-999.0,-999.0,0.0,0.0,-999.0,
6104237.0,-999.0,-999.0,0.0,0.0,-999.0,
6104287.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6104322.0,-999.0,-999.0,0.0,0.0,-999.0,
6104587.0,-999.0,-999.0,0.0,0.0,-999.0,
6104631.0,1.0,-999.0,1.0,0.0,-999.0,
6104771.0,-999.0,-999.0,1.0,0.0,-999.0,
6104910.0,-999.0,-999.0,1.0,0.0,-999.0,
6104993.0,-999.0,-999.0,0.0,0.0,-999.0,
6105145.0,-999.0,-999.0,0.0,0.0,-999.0,
6105433.0,-999.0,-999.0,0.0,0.0,-999.0,
6105749.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6105994.0,-999.0,-999.0,0.0,0.0,-999.0,
6106112.0,-999.0,-999.0,0.0,0.0,-999.0,
6106282.0,-999.0,-999.0,0.0,0.0,0.0,
6107137.0,-999.0,-999.0,0.0,0.0,-999.0,
6107171.0,-999.0,-999.0,0.0,0.0,-999.0,
6107350.0,-999.0,-999.0,1.0,0.0,-999.0,
6107421.0,-999.0,-999.0,0.0,0.0,-999.0,
6107716.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6109501.0,-999.0,-999.0,0.0,0.0,-999.0,
6109614.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6110200.0,-999.0,-999.0,0.0,0.0,-999.0,
6110207.0,-999.0,-999.0,0.0,0.0,-999.0,
6110369.0,-999.0,-999.0,0.0,0.0,-999.0,
6111024.0,-999.0,-999.0,0.0,0.0,-999.0,
6113867.0,-999.0,-999.0,1.0,0.0,-999.0,
6114003.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6114020.0,-999.0,-999.0,0.0,0.0,-999.0,
6115083.0,-999.0,-999.0,0.0,0.0,-999.0,
6115494.0,-999.0,-999.0,0.0,0.0,-999.0,
6115511.0,-999.0,-999.0,0.0,0.0,-999.0,
6116277.0,-999.0,-999.0,0.0,0.0,-999.0,
6116632.0,-999.0,-999.0,0.0,0.0,-999.0,
6116888.0,-999.0,-999.0,0.0,0.0,-999.0,
6117486.0,-999.0,-999.0,0.0,0.0,-999.0,
6117602.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6117823.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6117832.0,1.0,-999.0,0.0,0.0,-999.0,
6118166.0,-999.0,-999.0,0.0,0.0,-999.0,
6118678.0,-999.0,-999.0,0.0,0.0,-999.0,
6119211.0,-999.0,-999.0,0.0,0.0,-999.0,
6119648.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6119940.0,-999.0,-999.0,0.0,0.0,-999.0,
6122790.0,1.0,-999.0,0.0,0.0,-999.0,
6122954.0,-999.0,-999.0,0.0,0.0,-999.0,
6123055.0,-999.0,-999.0,0.0,0.0,-999.0,
6123144.0,-999.0,-999.0,0.0,0.0,-999.0,
6123205.0,1.0,-0.616,1.0,0.0,-999.0,
6123570.0,-999.0,-999.0,0.0,0.0,-999.0,
6123830.0,-999.0,-999.0,0.0,0.0,-999.0,
6123953.0,-999.0,-999.0,0.0,0.0,-999.0,
6123967.0,-999.0,-999.0,0.0,0.0,-999.0,
6124132.0,-999.0,-999.0,0.0,0.0,-999.0,
6124420.0,-999.0,-999.0,1.0,0.0,-999.0,
6124447.0,-999.0,-999.0,0.0,0.0,-999.0,
6124963.0,-999.0,-999.0,0.0,0.0,-999.0,
6125019.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6125107.0,-999.0,-999.0,0.0,0.0,-999.0,
6125999.0,-999.0,-999.0,0.0,0.0,-999.0,
6126754.0,-999.0,-999.0,0.0,0.0,-999.0,
6126911.0,-999.0,-999.0,0.0,0.0,-999.0,
6127433.0,-999.0,-999.0,0.0,0.0,-999.0,
6127506.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6127512.0,-999.0,-999.0,0.0,0.0,-999.0,
6128037.0,-999.0,-999.0,0.0,0.0,-999.0,
6128079.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6128082.0,-999.0,-999.0,0.0,0.0,-999.0,
6128255.0,-999.0,-999.0,0.0,0.0,-999.0,
6128801.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6128983.0,-999.0,-999.0,0.0,0.0,-999.0,
6129451.0,1.0,-999.0,0.0,0.0,-999.0,
6129523.0,-999.0,-999.0,1.0,0.0,-999.0,
6129785.0,-999.0,-999.0,0.0,0.0,-999.0,
6130569.0,-999.0,-999.0,0.0,0.0,-999.0,
6131077.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6131366.0,-999.0,-999.0,0.0,0.0,-999.0,
6137794.0,-999.0,-999.0,0.0,0.0,-999.0,
6137914.0,-999.0,-999.0,0.0,0.0,-999.0,
6138030.0,-999.0,-999.0,0.0,0.0,-999.0,
6138043.0,-999.0,-999.0,0.0,0.0,-999.0,
6138551.0,-999.0,-999.0,0.0,0.0,-999.0,
6140259.0,-999.0,-999.0,0.0,0.0,-999.0,
6140944.0,-999.0,-999.0,0.0,0.0,-999.0,
6141125.0,-999.0,-999.0,0.0,0.0,-999.0,
6141300.0,-999.0,-0.595,1.0,0.0,-999.0,
6141881.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6142862.0,-999.0,-999.0,0.0,0.0,-1.0,
6143050.0,-999.0,-999.0,1.0,0.0,-999.0,
6143078.0,-999.0,-999.0,0.0,0.0,-999.0,
6143882.0,-999.0,-999.0,0.0,0.0,-999.0,
6144190.0,-999.0,-999.0,0.0,0.0,-999.0,
6144587.0,-999.0,-999.0,0.0,0.0,-999.0,
6145160.0,-999.0,-999.0,0.0,0.0,-999.0,
6145351.0,-999.0,-999.0,0.0,0.0,-999.0,
6145475.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6145754.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6145790.0,-999.0,-999.0,0.0,0.0,-999.0,
6145980.0,-999.0,-999.0,0.0,0.0,-999.0,
6146732.0,-999.0,-999.0,1.0,0.0,-999.0,
6146804.0,-999.0,-999.0,1.0,0.0,-999.0,
6146983.0,-999.0,-999.0,0.0,0.0,-999.0,
6147224.0,-999.0,-999.0,0.0,0.0,-999.0,
6147712.0,-999.0,-999.0,0.0,0.0,-999.0,
6147892.0,-999.0,-999.0,0.0,0.0,-999.0,
6148238.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6148675.0,-999.0,-999.0,0.0,0.0,-999.0,
6149180.0,-999.0,-999.0,1.0,0.0,-999.0,
6149553.0,-999.0,-999.0,0.0,0.0,-1.0,
6149774.0,-999.0,-999.0,1.0,0.0,-999.0,
6149910.0,-999.0,-999.0,-999.0,-999.0,1.0,
6150002.0,-999.0,-999.0,0.0,0.0,-999.0,
6150086.0,-999.0,-999.0,0.0,0.0,-999.0,
6150118.0,-999.0,-999.0,0.0,0.0,-999.0,
6150355.0,-999.0,-999.0,0.0,0.0,-999.0,
6150943.0,-999.0,-999.0,0.0,0.0,-999.0,
6151139.0,-999.0,-999.0,0.0,0.0,-999.0,
6151532.0,-999.0,-999.0,0.0,0.0,-999.0,
6152974.0,-999.0,-999.0,0.0,0.0,0.0,
6153404.0,-999.0,-999.0,0.0,0.0,-999.0,
6153776.0,-999.0,-999.0,0.0,0.0,-999.0,
6181526.0,-999.0,-999.0,0.0,0.0,-999.0,
6181761.0,-999.0,-999.0,0.0,0.0,-999.0,
6182085.0,-999.0,-999.0,0.0,0.0,-999.0,
6182308.0,-999.0,-999.0,0.0,0.0,-999.0,
6182423.0,-999.0,-999.0,0.0,0.0,-999.0,
6182512.0,-999.0,-999.0,0.0,0.0,-999.0,
6182516.0,-999.0,-999.0,0.0,0.0,-999.0,
6182518.0,-999.0,-999.0,0.0,0.0,-999.0,
6183098.0,-999.0,-999.0,0.0,0.0,-999.0,
6183182.0,-999.0,-999.0,1.0,0.0,-999.0,
6183203.0,-999.0,-999.0,0.0,0.0,-999.0,
6183511.0,-999.0,-999.0,-999.0,-999.0,1.0,
6183672.0,-999.0,-999.0,0.0,0.0,-999.0,
6183736.0,-999.0,-999.0,0.0,0.0,-999.0,
6183859.0,-999.0,-999.0,0.0,0.0,-999.0,
6183971.0,-999.0,-999.0,0.0,0.0,-999.0,
6184044.0,-999.0,-999.0,0.0,0.0,-999.0,
6184059.0,-999.0,-999.0,0.0,0.0,-999.0,
6184858.0,-999.0,-999.0,0.0,0.0,-999.0,
6184874.0,-999.0,-999.0,0.0,0.0,-999.0,
6185019.0,-999.0,-999.0,0.0,0.0,-999.0,
6185346.0,-999.0,-999.0,1.0,0.0,-999.0,
6185481.0,-999.0,-999.0,0.0,0.0,-999.0,
6185496.0,-999.0,-999.0,0.0,0.0,-1.0,
6185594.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6185921.0,-999.0,-999.0,0.0,0.0,-999.0,
6185976.0,-999.0,-999.0,0.0,0.0,-999.0,
6186082.0,-999.0,-999.0,0.0,0.0,-999.0,
6186085.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6186107.0,-999.0,-999.0,0.0,0.0,-999.0,
6186262.0,-999.0,-999.0,0.0,0.0,-999.0,
6186504.0,-999.0,-999.0,0.0,0.0,-999.0,
6186738.0,-999.0,-999.0,0.0,0.0,-999.0,
6186964.0,-999.0,-999.0,0.0,0.0,0.0,
6187201.0,-999.0,-999.0,0.0,0.0,-999.0,
6187322.0,-999.0,-999.0,0.0,0.0,-999.0,
6187531.0,-999.0,-999.0,0.0,0.0,-999.0,
6187565.0,-999.0,-999.0,1.0,0.0,-999.0,
6187812.0,-999.0,-999.0,0.0,0.0,-999.0,
6187864.0,-999.0,-999.0,0.0,0.0,-999.0,
6187888.0,-999.0,-999.0,0.0,0.0,-1.0,
6187942.0,-999.0,-999.0,0.0,0.0,-999.0,
6188126.0,-999.0,-999.0,0.0,0.0,-999.0,
6190599.0,-999.0,-999.0,-999.0,-999.0,-999.0,
6190898.0,-999.0,-999.0,0.0,0.0,-999.0,
6191317.0,-999.0,-999.0,0.0,0.0,-999.0,
6191441.0,-999.0,-999.0,1.0,0.0,-999.0,
6191539.0,-999.0,-999.0,0.0,0.0,-999.0,
6192008.0,-999.0,-999.0,0.0,0.0,-999.0,
6192309.0,-999.0,-999.0,0.0,0.0,-999.0,
